the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.119       0.01        0.03           7.280       0.040       0.100     
2          2               8                 1000      0.113       0.02        0.07           0.260       0.040       0.340     
4          4               16                1000      0.112       0.04        0.14           0.180       0.060       0.400     
8          8               32                1000      0.134       0.06        0.24           3.140       0.060       0.300     
16         16              64                1000      0.107       0.15        0.60           0.260       0.060       0.100     
32         32              128               1000      0.105       0.30        1.22           0.260       0.060       0.100     
64         64              256               1000      0.116       0.55        2.21           0.260       0.080       0.260     
128        128             512               1000      0.124       1.03        4.12           0.260       0.080       0.280     
256        256             1024              1000      0.143       1.79        7.16           0.320       0.100       0.380     
512        512             2048              1000      0.221       2.31        9.25           0.280       0.200       0.520     
1024       1024            4096              1000      0.285       3.59        14.35          0.520       0.260       0.860     
2048       2048            8192              1000      0.580       3.53        14.13          0.860       0.560       2.240     
4096       4096            16384             1000      1.074       3.81        15.25          1.720       1.040       4.300     
8192       8192            32768             1000      2.308       3.55        14.20          2.960       2.260       8.220     
16384      16384           65536             1000      5.082       3.22        12.90          13.480      5.020       18.180    
32768      32768           131072            1000      8.838       3.71        14.83          21.680      8.520       43.400    
65536      65536           262144            1000      17.990      3.64        14.57          342.600     16.960      66.820    
131072     131072          524288            1000      36.599      3.58        14.33          140.300     34.300      143.640   
262144     262144          1048576           1000      208.144     1.26        5.04           380.240     187.200     258.220   
524288     524288          2097152           1000      506.281     1.04        4.14           560.680     493.600     484.320   
1048576    1048576         4194304           1000      1026.420    1.02        4.09           1136.000    1008.000    1004.540  

