the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.202       0.01        0.08           0.363       0.194       0.770     
2          4               32                1000      0.204       0.02        0.16           0.257       0.197       0.452     
4          8               64                1000      0.207       0.04        0.31           0.336       0.199       0.615     
8          16              128               1000      0.211       0.08        0.61           0.272       0.202       0.487     
16         32              256               1000      0.218       0.15        1.18           0.258       0.210       0.522     
32         64              512               1000      0.234       0.27        2.19           0.300       0.225       0.494     
64         128             1024              1000      0.273       0.47        3.75           0.308       0.264       0.600     
128        256             2048              1000      0.354       0.72        5.79           0.418       0.343       0.576     
256        512             4096              1000      0.514       1.00        7.98           0.581       0.504       0.798     
512        1024            8192              1000      0.854       1.20        9.59           1.102       0.842       1.091     
1024       2048            16384             1000      1.502       1.36        10.91          1.600       1.484       1.838     
2048       4096            32768             1000      2.858       1.43        11.47          3.270       2.764       3.220     
4096       8192            65536             1000      5.429       1.51        12.07          10.379      5.328       5.666     
8192       16384           131072            1000      10.527      1.56        12.45          14.365      10.452      10.673    
16384      32768           262144            1000      20.916      1.57        12.53          26.314      20.755      21.098    
32768      65536           524288            1000      41.409      1.58        12.66          49.463      41.217      41.545    
65536      131072          1048576           1000      82.497      1.59        12.71          91.549      82.337      82.982    
131072     262144          2097152           1000      164.561     1.59        12.74          174.978     164.284     164.766   
262144     524288          4194304           1000      328.560     1.60        12.77          346.279     328.009     328.438   
524288     1048576         8388608           1000      657.293     1.60        12.76          667.921     656.223     657.110   
1048576    2097152         16777216          1000      1313.619    1.60        12.77          1326.275    1311.938    1312.655  

