the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.050       0.02        0.08           0.060       0.040       0.200     
2          2               8                 1000      0.050       0.04        0.16           0.060       0.040       0.060     
4          4               16                1000      0.055       0.07        0.29           0.060       0.040       0.300     
8          8               32                1000      0.054       0.15        0.60           0.060       0.040       0.060     
16         16              64                1000      0.056       0.29        1.14           0.080       0.040       0.120     
32         32              128               1000      0.058       0.55        2.19           0.060       0.040       0.160     
64         64              256               1000      0.068       0.94        3.76           0.080       0.060       0.100     
128        128             512               1000      0.080       1.60        6.40           0.080       0.080       0.180     
256        256             1024              1000      0.112       2.28        9.14           0.140       0.100       0.220     
512        512             2048              1000      0.180       2.84        11.38          0.200       0.180       0.440     
1024       1024            4096              1000      0.300       3.41        13.65          0.320       0.300       0.420     
2048       2048            8192              1000      0.562       3.64        14.58          0.580       0.560       0.860     
4096       4096            16384             1000      1.092       3.75        15.00          11.160      1.060       2.160     
8192       8192            32768             1000      2.181       3.76        15.03          25.420      2.140       4.300     
16384      16384           65536             1000      5.013       3.27        13.07          15.220      5.000       8.600     
32768      32768           131072            1000      10.421      3.14        12.58          23.860      10.300      16.720    
65536      65536           262144            1000      20.996      3.12        12.49          33.240      20.520      61.440    
131072     131072          524288            1000      41.487      3.16        12.64          60.980      40.500      74.360    
262144     262144          1048576           1000      82.955      3.16        12.64          110.700     80.960      153.700   
524288     524288          2097152           1000      174.967     3.00        11.99          380.980     170.220     368.920   
1048576    1048576         4194304           1000      1071.479    0.98        3.91           1096.940    1057.560    906.680   

