the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.303       0.01        0.05           0.532       0.294       0.942     
2          4               32                1000      0.304       0.01        0.11           0.441       0.296       0.636     
4          8               64                1000      0.306       0.03        0.21           0.388       0.298       0.670     
8          16              128               1000      0.310       0.05        0.41           0.514       0.302       0.885     
16         32              256               1000      0.317       0.10        0.81           0.506       0.308       0.606     
32         64              512               1000      0.335       0.19        1.53           0.588       0.325       0.747     
64         128             1024              1000      0.378       0.34        2.71           0.539       0.368       0.640     
128        256             2048              1000      0.471       0.54        4.35           5.580       0.456       0.784     
256        512             4096              1000      0.641       0.80        6.39           0.749       0.630       0.943     
512        1024            8192              1000      1.018       1.01        8.05           1.135       1.000       1.262     
1024       2048            16384             1000      1.710       1.20        9.58           1.910       1.698       1.985     
2048       4096            32768             1000      3.255       1.26        10.07          8.495       3.099       3.586     
4096       8192            65536             1000      6.173       1.33        10.62          11.444      5.892       6.591     
8192       16384           131072            1000      11.552      1.42        11.35          17.045      11.483      11.968    
16384      32768           262144            1000      22.955      1.43        11.42          28.350      22.766      23.565    
32768      65536           524288            1000      45.339      1.45        11.56          50.287      45.185      45.843    
65536      131072          1048576           1000      90.076      1.46        11.64          96.373      89.897      90.483    
131072     262144          2097152           1000      179.736     1.46        11.67          188.354     179.315     180.507   
262144     524288          4194304           1000      359.253     1.46        11.68          367.600     358.341     359.625   
524288     1048576         8388608           1000      717.644     1.46        11.69          728.440     716.392     717.223   
1048576    2097152         16777216          1000      1773.584    1.18        9.46           1794.050    1764.565    1775.394  

