the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               8                 1000      0.082       0.04        0.10           0.142       0.078       0.126     
2          6               16                1000      0.085       0.07        0.19           0.126       0.077       0.321     
4          12              32                1000      0.084       0.14        0.38           0.126       0.077       0.209     
8          24              64                1000      0.085       0.28        0.75           0.107       0.079       0.209     
16         48              128               1000      0.084       0.57        1.53           0.286       0.080       0.311     
32         96              256               1000      0.088       1.09        2.90           0.111       0.083       0.298     
64         192             512               1000      0.089       2.16        5.76           0.137       0.084       0.269     
128        384             1024              1000      0.095       4.06        10.81          0.250       0.092       0.274     
256        768             2048              1000      0.110       6.96        18.57          0.129       0.107       0.281     
512        1536            4096              1000      0.149       10.34       27.57          0.300       0.139       0.272     
1024       3072            8192              1000      0.232       13.23       35.28          0.284       0.215       0.417     
2048       6144            16384             1000      0.347       17.71       47.22          0.718       0.329       0.517     
4096       12288           32768             1000      0.633       19.43       51.80          0.676       0.610       1.008     
8192       24576           65536             1000      1.233       19.93       53.14          1.619       1.195       1.462     
16384      49152           131072            1000      2.379       20.66       55.10          2.775       2.345       3.140     
32768      98304           262144            1000      4.652       21.13       56.35          6.490       4.563       6.657     
65536      196608          524288            1000      9.019       21.80       58.13          16.939      8.942       11.647    
131072     393216          1048576           1000      17.727      22.18       59.15          25.401      17.641      29.674    
262144     786432          2097152           1000      36.199      21.73       57.93          62.059      35.140      57.533    
524288     1572864         4194304           1000      80.952      19.43       51.81          403.053     70.136      255.021   
1048576    3145728         8388608           1000      179.262     17.55       46.80          388.436     167.762     264.093   

