the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.096       0.06        0.25           0.229       0.087       0.282     
2          12              48                1000      0.096       0.12        0.50           0.351       0.082       0.301     
4          24              96                1000      0.094       0.26        1.02           0.128       0.082       0.371     
8          48              192               1000      0.098       0.49        1.96           0.146       0.084       0.137     
16         96              384               1000      0.087       1.11        4.44           0.125       0.080       0.246     
32         192             768               1000      0.095       2.03        8.12           0.226       0.088       0.175     
64         384             1536              1000      0.112       3.41        13.66          0.147       0.106       0.180     
128        768             3072              1000      0.153       5.02        20.09          0.189       0.146       0.308     
256        1536            6144              1000      0.221       6.97        27.86          0.271       0.215       0.300     
512        3072            12288             1000      0.356       8.63        34.53          0.397       0.354       0.480     
1024       6144            24576             1000      0.643       9.55        38.20          0.724       0.629       0.679     
2048       12288           49152             1000      1.212       10.14       40.56          1.252       1.183       1.243     
4096       24576           98304             1000      2.332       10.54       42.15          2.426       2.290       2.393     
8192       49152           196608            1000      4.619       10.64       42.57          4.753       4.512       4.718     
16384      98304           393216            1000      9.778       10.05       40.21          649.396     8.933       9.411     
32768      196608          786432            1000      18.228      10.79       43.14          25.896      17.790      18.777    
65536      393216          1572864           1000      36.435      10.79       43.17          108.430     35.475      37.463    
131072     786432          3145728           1000      72.575      10.84       43.34          79.563      70.855      75.985    
262144     1572864         6291456           1000      146.407     10.74       42.97          156.234     144.169     154.983   
524288     3145728         12582912          1000      313.980     10.02       40.08          322.645     311.301     320.070   
1048576    6291456         25165824          1000      651.639     9.65        38.62          689.383     647.300     658.447   

