the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.073       0.01        0.05           0.097       0.072       0.145     
2          2               8                 1000      0.074       0.03        0.11           0.076       0.073       0.129     
4          4               16                1000      0.076       0.05        0.21           0.084       0.075       0.202     
8          8               32                1000      0.078       0.10        0.41           0.125       0.077       0.127     
16         16              64                1000      0.085       0.19        0.76           0.119       0.084       0.147     
32         32              128               1000      0.103       0.31        1.24           0.122       0.101       0.242     
64         64              256               1000      0.131       0.49        1.96           0.195       0.129       0.173     
128        128             512               1000      0.195       0.66        2.62           0.219       0.188       0.271     
256        256             1024              1000      0.321       0.80        3.19           0.560       0.310       0.374     
512        512             2048              1000      0.566       0.90        3.62           0.648       0.537       0.612     
1024       1024            4096              1000      1.049       0.98        3.90           1.119       1.003       1.067     
2048       2048            8192              1000      1.999       1.02        4.10           2.064       1.934       2.027     
4096       4096            16384             1000      3.873       1.06        4.23           12.455      3.797       3.877     
8192       8192            32768             1000      7.607       1.08        4.31           16.759      7.521       7.670     
16384      16384           65536             1000      16.163      1.01        4.05           1161.693    14.968      16.806    
32768      32768           131072            1000      30.288      1.08        4.33           33.944      29.891      30.040    
65536      65536           262144            1000      60.602      1.08        4.33           528.457     59.653      59.996    
131072     131072          524288            1000      119.838     1.09        4.37           253.848     119.296     119.788   
262144     262144          1048576           1000      239.116     1.10        4.39           327.293     238.448     238.972   
524288     524288          2097152           1000      477.942     1.10        4.39           547.892     476.767     477.329   
1048576    1048576         4194304           1000      957.291     1.10        4.38           1153.738    953.949     960.499   

