the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.098       0.01        0.08           0.556       0.092       0.526     
2          2               16                1000      0.108       0.02        0.15           0.302       0.100       0.592     
4          4               32                1000      0.124       0.03        0.26           0.368       0.116       0.852     
8          8               64                1000      0.160       0.05        0.40           0.766       0.153       0.446     
16         16              128               1000      0.242       0.07        0.53           0.423       0.235       0.605     
32         32              256               1000      0.393       0.08        0.65           0.570       0.385       1.112     
64         64              512               1000      0.687       0.09        0.75           1.062       0.677       1.564     
128        128             1024              1000      1.316       0.10        0.78           1.664       1.260       1.824     
256        256             2048              1000      5.164       0.05        0.40           2647.136    2.426       3.054     
512        512             4096              1000      4.864       0.11        0.84           5.409       4.817       5.540     
1024       1024            8192              1000      9.631       0.11        0.85           10.282      9.509       10.257    
2048       2048            16384             1000      20.421      0.10        0.80           1181.261    19.098      19.677    
4096       4096            32768             1000      38.394      0.11        0.85           47.850      38.280      38.988    
8192       8192            65536             1000      77.558      0.11        0.84           465.523     76.500      77.342    
16384      16384           131072            1000      153.946     0.11        0.85           333.914     153.005     154.821   
32768      32768           262144            1000      308.092     0.11        0.85           361.286     306.023     307.850   
65536      65536           524288            1000      615.344     0.11        0.85           654.866     612.443     616.102   
131072     131072          1048576           1000      1230.147    0.11        0.85           1277.229    1225.688    1248.798  
262144     262144          2097152           1000      2461.026    0.11        0.85           2524.928    2450.082    2532.990  
524288     524288          4194304           1000      5017.144    0.10        0.84           5086.926    4998.317    5034.914  
1048576    1048576         8388608           1000      10040.862   0.10        0.84           10150.113   10015.090   10045.144 

