the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.171       0.03        0.14           1.080       0.162       4.153     
2          12              48                1000      0.355       0.03        0.14           1.070       0.278       1.944     
4          24              96                1000      0.356       0.07        0.27           0.884       0.285       1.855     
8          48              192               1000      0.368       0.13        0.52           0.841       0.286       1.870     
16         96              384               1000      0.393       0.24        0.98           0.743       0.308       2.221     
32         192             768               1000      0.498       0.39        1.54           0.963       0.419       2.329     
64         384             1536              1000      0.810       0.47        1.90           1.893       0.654       6.200     
128        768             3072              1000      1.110       0.69        2.77           5.032       0.877       5.176     
256        1536            6144              1000      1.653       0.93        3.72           4.189       1.337       5.823     
512        3072            12288             1000      2.887       1.06        4.26           5.685       2.455       7.254     
1024       6144            24576             1000      5.572       1.10        4.41           8.952       5.069       12.357    
2048       12288           49152             1000      11.183      1.10        4.40           160.907     10.298      18.738    
4096       24576           98304             1000      22.930      1.07        4.29           220.192     21.918      28.702    
8192       49152           196608            1000      51.808      0.95        3.79           149.115     49.514      58.920    
16384      98304           393216            1000      125.528     0.78        3.13           221.900     122.086     131.928   
32768      196608          786432            1000      309.193     0.64        2.54           351.246     291.411     348.133   
65536      393216          1572864           1000      663.859     0.59        2.37           745.550     568.336     616.041   
131072     786432          3145728           1000      1606.365    0.49        1.96           1715.850    1335.806    1691.650  
262144     1572864         6291456           1000      3790.590    0.41        1.66           3952.774    3673.155    3794.170  
524288     3145728         12582912          1000      9171.432    0.34        1.37           9238.895    9119.575    9207.405  
1048576    6291456         25165824          1000      21351.506   0.29        1.18           21539.793   21222.523   21469.544 

