the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.077       0.01        0.16           3.381       0.072       0.183     
2          2               24                1000      0.076       0.03        0.32           0.132       0.074       0.251     
4          4               48                1000      0.076       0.05        0.63           0.092       0.074       0.137     
8          8               96                1000      0.077       0.10        1.24           0.135       0.075       0.130     
16         16              192               1000      0.080       0.20        2.41           0.101       0.077       0.106     
32         32              384               1000      0.083       0.38        4.60           0.314       0.081       0.132     
64         64              768               1000      0.088       0.72        8.68           0.135       0.086       0.232     
128        128             1536              1000      0.103       1.25        14.98          0.325       0.097       0.155     
256        256             3072              1000      0.132       1.95        23.36          0.239       0.122       0.173     
512        512             6144              1000      0.179       2.86        34.35          0.229       0.173       0.224     
1024       1024            12288             1000      0.289       3.55        42.56          0.508       0.276       0.311     
2048       2048            24576             1000      0.481       4.26        51.07          0.519       0.478       0.644     
4096       4096            49152             1000      0.955       4.29        51.46          1.204       0.921       1.328     
8192       8192            98304             1000      1.818       4.51        54.08          2.009       1.771       2.825     
16384      16384           196608            1000      4.198       3.90        46.83          4.672       3.824       4.863     
32768      32768           393216            1000      7.915       4.14        49.68          16.242      7.687       10.165    
65536      65536           786432            1000      16.910      3.88        46.51          20.502      16.421      33.316    
131072     131072          1572864           1000      35.553      3.69        44.24          81.965      34.816      44.267    
262144     262144          3145728           1000      79.767      3.29        39.44          121.051     77.807      108.196   
524288     524288          6291456           1000      234.098     2.24        26.88          258.369     223.103     260.398   
1048576    1048576         12582912          1000      567.935     1.85        22.16          598.042     560.503     572.991   

