the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               4                 1000      0.100       0.02        0.04           0.300       0.080       0.160     
2          4               8                 1000      0.103       0.04        0.08           0.260       0.060       1.100     
4          8               16                1000      0.105       0.08        0.15           0.280       0.060       0.860     
8          16              32                1000      0.116       0.14        0.27           0.260       0.060       0.760     
16         32              64                1000      0.108       0.30        0.59           0.280       0.100       1.000     
32         64              128               1000      0.119       0.54        1.07           0.300       0.080       1.160     
64         128             256               1000      0.121       1.06        2.12           0.300       0.100       1.020     
128        256             512               1000      0.169       1.52        3.03           0.320       0.120       0.960     
256        512             1024              1000      0.205       2.50        5.01           0.380       0.180       1.060     
512        1024            2048              1000      0.383       2.67        5.35           6.660       0.340       1.260     
1024       2048            4096              1000      0.544       3.77        7.53           0.700       0.500       2.060     
2048       4096            8192              1000      0.858       4.78        9.55           6.120       0.820       2.520     
4096       8192            16384             1000      1.537       5.33        10.66          7.320       1.480       3.880     
8192       16384           32768             1000      2.898       5.65        11.31          8.680       2.820       7.120     
16384      32768           65536             1000      5.554       5.90        11.80          12.600      5.340       14.460    
32768      65536           131072            1000      10.892      6.02        12.03          17.780      10.560      26.820    
65536      131072          262144            1000      21.655      6.05        12.11          32.920      21.080      46.760    
131072     262144          524288            1000      43.347      6.05        12.10          69.100      42.320      90.240    
262144     524288          1048576           1000      144.370     3.63        7.26           186.040     136.560     190.720   
524288     1048576         2097152           1000      423.058     2.48        4.96           447.500     416.760     405.200   
1048576    2097152         4194304           1000      878.348     2.39        4.78           947.320     865.300     853.920   

