the current thread cpu affinity is 0x2, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.087       0.01        0.09           0.106       0.087       0.573     
2          2               16                1000      0.093       0.02        0.17           0.111       0.093       0.334     
4          4               32                1000      0.109       0.04        0.29           0.120       0.109       0.664     
8          8               64                1000      0.123       0.07        0.52           0.129       0.122       0.325     
16         16              128               1000      0.142       0.11        0.90           0.154       0.141       0.545     
32         32              256               1000      0.211       0.15        1.21           0.212       0.210       0.478     
64         64              512               1000      0.352       0.18        1.46           0.354       0.351       0.539     
128        128             1024              1000      0.632       0.20        1.62           0.632       0.629       0.985     
256        256             2048              1000      1.192       0.21        1.72           1.192       1.183       1.371     
512        512             4096              1000      2.312       0.22        1.77           2.312       2.282       2.672     
1024       1024            8192              1000      4.552       0.22        1.80           4.552       4.509       4.813     
2048       2048            16384             1000      9.045       0.23        1.81           23.197      8.870       8.906     
4096       4096            32768             1000      17.677      0.23        1.85           49.245      17.611      18.044    
8192       8192            65536             1000      35.237      0.23        1.86           55.036      35.152      36.056    
16384      16384           131072            1000      71.139      0.23        1.84           95.125      70.138      72.207    
32768      32768           262144            1000      142.300     0.23        1.84           167.096     142.039     142.671   
65536      65536           524288            1000      284.685     0.23        1.84           292.340     280.983     286.014   
131072     131072          1048576           1000      569.692     0.23        1.84           579.907     561.459     573.605   
262144     262144          2097152           1000      1140.769    0.23        1.84           1157.055    1122.471    1141.124  
524288     524288          4194304           1000      2282.962    0.23        1.84           2301.140    2244.704    2262.704  
1048576    1048576         8388608           1000      4562.449    0.23        1.84           4629.122    4489.252    4659.685  

