the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.089       0.01        0.14           0.117       0.086       0.202     
2          2               24                1000      0.096       0.02        0.25           0.118       0.085       0.224     
4          4               48                1000      0.093       0.04        0.52           0.297       0.081       0.148     
8          8               96                1000      0.075       0.11        1.27           0.297       0.074       0.120     
16         16              192               1000      0.087       0.18        2.22           0.095       0.084       0.114     
32         32              384               1000      0.079       0.40        4.84           0.300       0.077       0.104     
64         64              768               1000      0.090       0.71        8.52           0.311       0.088       0.125     
128        128             1536              1000      0.101       1.26        15.14          0.316       0.100       0.218     
256        256             3072              1000      0.125       2.04        24.50          0.378       0.121       0.179     
512        512             6144              1000      0.176       2.91        34.95          0.430       0.166       0.278     
1024       1024            12288             1000      0.262       3.91        46.96          0.584       0.255       0.294     
2048       2048            24576             1000      0.551       3.72        44.61          0.776       0.530       0.602     
4096       4096            49152             1000      0.980       4.18        50.16          7.301       0.931       1.404     
8192       8192            98304             1000      1.779       4.60        55.25          6.767       1.727       2.697     
16384      16384           196608            1000      4.002       4.09        49.12          10.610      3.556       4.755     
32768      32768           393216            1000      8.962       3.66        43.87          10.353      8.064       10.447    
65536      65536           786432            1000      18.716      3.50        42.02          25.021      17.606      21.886    
131072     131072          1572864           1000      38.310      3.42        41.06          43.554      36.649      48.204    
262144     262144          3145728           1000      90.594      2.89        34.72          109.520     85.460      115.541   
524288     524288          6291456           1000      247.616     2.12        25.41          257.147     226.701     250.239   
1048576    1048576         12582912          1000      499.005     2.10        25.22          510.883     486.362     502.480   

