the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.281       0.00        0.03           0.680       0.240       1.060     
2          2               16                1000      0.283       0.01        0.06           0.480       0.240       0.920     
4          4               32                1000      0.275       0.01        0.12           0.520       0.240       0.780     
8          8               64                1000      0.277       0.03        0.23           0.480       0.240       0.900     
16         16              128               1000      0.294       0.05        0.44           0.420       0.260       1.180     
32         32              256               1000      0.292       0.11        0.88           0.420       0.260       1.080     
64         64              512               1000      0.281       0.23        1.83           0.720       0.240       0.860     
128        128             1024              1000      0.318       0.40        3.22           0.600       0.260       1.160     
256        256             2048              1000      0.354       0.72        5.79           0.640       0.280       0.660     
512        512             4096              1000      0.458       1.12        8.95           7.480       0.400       1.100     
1024       1024            8192              1000      0.624       1.64        13.14          1.000       0.580       1.860     
2048       2048            16384             1000      1.174       1.74        13.96          1.860       0.980       3.120     
4096       4096            32768             1000      2.014       2.03        16.27          7.340       1.800       5.680     
8192       8192            65536             1000      3.542       2.31        18.50          10.280      3.340       13.300    
16384      16384           131072            1000      6.738       2.43        19.45          13.980      6.400       24.300    
32768      32768           262144            1000      12.873      2.55        20.36          28.200      12.180      44.100    
65536      65536           524288            1000      26.873      2.44        19.51          80.440      24.700      86.100    
131072     131072          1048576           1000      136.972     0.96        7.66           157.240     121.600     146.820   
262144     262144          2097152           1000      311.586     0.84        6.73           394.100     303.940     299.880   
524288     524288          4194304           1000      713.340     0.73        5.88           783.660     703.900     702.480   
1048576    1048576         8388608           1000      1319.101    0.79        6.36           1668.580    1301.520    1578.440  

