the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.160       0.01        0.05           0.440       0.080       0.180     
2          2               16                1000      0.160       0.01        0.10           5.960       0.100       0.440     
4          4               32                1000      0.187       0.02        0.17           0.360       0.140       0.440     
8          8               64                1000      0.210       0.04        0.30           0.420       0.160       0.220     
16         16              128               1000      0.332       0.05        0.39           0.520       0.260       0.540     
32         32              256               1000      0.447       0.07        0.57           0.840       0.360       1.020     
64         64              512               1000      0.691       0.09        0.74           1.220       0.620       1.620     
128        128             1024              1000      1.049       0.12        0.98           1.280       0.880       1.620     
256        256             2048              1000      2.184       0.12        0.94           2.360       2.080       2.540     
512        512             4096              1000      4.114       0.12        1.00           19.320      3.960       7.500     
1024       1024            8192              1000      8.726       0.12        0.94           13.580      8.320       16.220    
2048       2048            16384             1000      23.526      0.09        0.70           236.340     21.940      31.320    
4096       4096            32768             1000      49.803      0.08        0.66           86.580      48.320      57.200    
8192       8192            65536             1000      67.728      0.12        0.97           94.060      56.780      57.520    
16384      16384           131072            1000      201.998     0.08        0.65           243.960     199.200     208.400   
32768      32768           262144            1000      495.029     0.07        0.53           541.200     490.100     498.700   
65536      65536           524288            1000      455.253     0.14        1.15           472.500     447.040     463.140   
131072     131072          1048576           1000      2221.500    0.06        0.47           2360.820    2071.100    2088.600  
262144     262144          2097152           1000      3974.011    0.07        0.53           3986.380    3956.840    3977.400  
524288     524288          4194304           1000      8202.651    0.06        0.51           8235.360    8183.100    8203.700  
1048576    1048576         8388608           1000      8847.986    0.12        0.95           8890.200    8822.660    8853.560  

