the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.105       0.01        0.08           0.260       0.040       0.080     
2          2               16                1000      0.110       0.02        0.15           0.420       0.040       0.300     
4          4               32                1000      0.121       0.03        0.26           0.440       0.040       0.500     
8          8               64                1000      0.132       0.06        0.49           0.380       0.040       0.380     
16         16              128               1000      0.136       0.12        0.94           0.380       0.060       0.320     
32         32              256               1000      0.153       0.21        1.67           0.380       0.060       0.380     
64         64              512               1000      0.157       0.41        3.27           0.300       0.100       0.320     
128        128             1024              1000      0.178       0.72        5.75           0.300       0.120       0.360     
256        256             2048              1000      0.215       1.19        9.50           0.560       0.200       0.280     
512        512             4096              1000      0.277       1.85        14.78          0.500       0.220       0.700     
1024       1024            8192              1000      0.431       2.38        19.02          0.840       0.400       1.020     
2048       2048            16384             1000      0.911       2.25        17.98          1.420       0.860       1.860     
4096       4096            32768             1000      1.752       2.34        18.70          8.740       1.680       3.880     
8192       8192            65536             1000      3.732       2.20        17.56          10.740      3.620       7.560     
16384      16384           131072            1000      7.097       2.31        18.47          14.320      6.940       17.800    
32768      32768           262144            1000      13.995      2.34        18.73          31.900      13.540      38.580    
65536      65536           524288            1000      28.269      2.32        18.55          72.000      26.120      80.200    
131072     131072          1048576           1000      121.056     1.08        8.66           141.680     106.000     117.900   
262144     262144          2097152           1000      297.224     0.88        7.06           338.340     285.940     256.860   
524288     524288          4194304           1000      541.934     0.97        7.74           612.320     529.840     515.440   
1048576    1048576         8388608           1000      907.925     1.15        9.24           1015.020    891.980     1316.340  

