the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.085       0.01        0.05           0.114       0.080       0.338     
2          2               8                 1000      0.088       0.02        0.09           0.324       0.084       0.143     
4          4               16                1000      0.094       0.04        0.17           0.328       0.091       0.153     
8          8               32                1000      0.113       0.07        0.28           0.147       0.110       0.160     
16         16              64                1000      0.125       0.13        0.51           0.365       0.119       0.178     
32         32              128               1000      0.174       0.18        0.74           0.388       0.165       0.229     
64         64              256               1000      0.274       0.23        0.94           0.311       0.257       0.354     
128        128             512               1000      0.888       0.14        0.58           1.009       0.876       0.657     
256        256             1024              1000      1.701       0.15        0.60           1.919       1.685       1.523     
512        512             2048              1000      5.605       0.09        0.37           2283.153    3.303       3.349     
1024       1024            4096              1000      9.054       0.11        0.45           2448.711    6.585       6.683     
2048       2048            8192              1000      9.572       0.21        0.86           10.239      6.208       6.361     
4096       4096            16384             1000      23.322      0.18        0.70           3173.447    19.990      20.181    
8192       8192            32768             1000      41.067      0.20        0.80           890.982     39.985      40.261    
16384      16384           65536             1000      80.397      0.20        0.82           287.413     79.356      80.235    
32768      32768           131072            1000      163.187     0.20        0.80           305.954     161.696     163.173   
65536      65536           262144            1000      320.871     0.20        0.82           411.875     317.472     325.333   
131072     131072          524288            1000      397.150     0.33        1.32           442.047     394.739     396.212   
262144     262144          1048576           1000      792.132     0.33        1.32           837.506     789.587     839.015   
524288     524288          2097152           1000      3216.766    0.16        0.65           3422.437    2887.795    2804.491  
1048576    1048576         4194304           1000      6819.973    0.15        0.62           6833.122    6811.947    6825.153  

