the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.072       0.03        0.11           0.125       0.071       0.212     
2          4               16                1000      0.075       0.05        0.21           0.120       0.073       0.123     
4          8               32                1000      0.078       0.10        0.41           0.127       0.075       0.173     
8          16              64                1000      0.081       0.20        0.79           0.096       0.080       0.313     
16         32              128               1000      0.088       0.37        1.46           0.101       0.086       0.226     
32         64              256               1000      0.106       0.60        2.41           0.141       0.103       0.210     
64         128             512               1000      0.149       0.86        3.44           0.181       0.145       0.209     
128        256             1024              1000      0.230       1.11        4.45           0.420       0.222       0.323     
256        512             2048              1000      0.400       1.28        5.12           0.438       0.389       0.497     
512        1024            4096              1000      0.734       1.40        5.58           0.772       0.712       0.830     
1024       2048            8192              1000      1.408       1.45        5.82           6.482       1.367       1.494     
2048       4096            16384             1000      2.736       1.50        5.99           2.809       2.687       2.805     
4096       8192            32768             1000      5.816       1.41        5.63           409.203     5.311       5.483     
8192       16384           65536             1000      10.771      1.52        6.08           17.833      10.636      10.990    
16384      32768           131072            1000      21.573      1.52        6.08           29.254      21.329      21.727    
32768      65536           262144            1000      43.454      1.51        6.03           552.784     42.565      43.087    
65536      131072          524288            1000      85.961      1.52        6.10           217.825     85.182      85.845    
131072     262144          1048576           1000      171.263     1.53        6.12           249.763     170.509     171.334   
262144     524288          2097152           1000      342.532     1.53        6.12           437.662     341.118     342.553   
524288     1048576         4194304           1000      685.025     1.53        6.12           737.113     682.704     690.067   
1048576    2097152         8388608           1000      1369.314    1.53        6.13           1420.484    1366.024    1370.147  

