the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.080       0.01        0.20           0.200       0.040       0.160     
2          2               32                1000      0.093       0.02        0.34           0.200       0.060       0.300     
4          4               64                1000      0.109       0.04        0.59           0.280       0.060       0.360     
8          8               128               1000      0.106       0.08        1.20           0.240       0.060       0.320     
16         16              256               1000      0.108       0.15        2.38           0.140       0.060       0.260     
32         32              512               1000      0.110       0.29        4.63           0.240       0.080       0.140     
64         64              1024              1000      0.130       0.49        7.86           0.260       0.100       0.220     
128        128             2048              1000      0.200       0.64        10.26          0.340       0.180       0.360     
256        256             4096              1000      0.336       0.76        12.19          7.020       0.300       0.640     
512        512             8192              1000      0.599       0.85        13.68          1.060       0.580       0.880     
1024       1024            16384             1000      1.158       0.88        14.15          8.560       1.120       2.160     
2048       2048            32768             1000      2.230       0.92        14.69          2.620       2.200       3.620     
4096       4096            65536             1000      4.384       0.93        14.95          5.940       4.340       8.540     
8192       8192            131072            1000      8.668       0.95        15.12          13.740      8.580       16.100    
16384      16384           262144            1000      17.322      0.95        15.13          31.640      17.040      31.760    
32768      32768           524288            1000      35.868      0.91        14.62          82.860      34.340      67.840    
65536      65536           1048576           1000      156.275     0.42        6.71           178.160     128.760     124.840   
131072     131072          2097152           1000      264.700     0.50        7.92           298.740     259.640     270.020   
262144     262144          4194304           1000      520.753     0.50        8.05           557.380     514.840     519.480   
524288     524288          8388608           1000      1326.452    0.40        6.32           1529.900    1315.460    1316.400  
1048576    1048576         16777216          1000      2680.904    0.39        6.26           3032.260    2663.680    2671.600  

