the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.072       0.01        0.06           0.087       0.071       0.303     
2          2               8                 1000      0.074       0.03        0.11           0.298       0.073       0.126     
4          4               16                1000      0.074       0.05        0.22           0.082       0.073       0.091     
8          8               32                1000      0.078       0.10        0.41           0.306       0.076       0.107     
16         16              64                1000      0.082       0.20        0.78           0.088       0.081       0.136     
32         32              128               1000      0.098       0.32        1.30           0.313       0.095       0.219     
64         64              256               1000      0.131       0.49        1.95           0.144       0.125       0.127     
128        128             512               1000      0.194       0.66        2.64           0.429       0.193       0.192     
256        256             1024              1000      0.320       0.80        3.20           0.331       0.307       0.315     
512        512             2048              1000      0.584       0.88        3.51           0.744       0.542       0.580     
1024       1024            4096              1000      1.063       0.96        3.85           1.095       1.014       1.069     
2048       2048            8192              1000      2.027       1.01        4.04           7.163       1.969       2.079     
4096       4096            16384             1000      3.897       1.05        4.20           11.875      3.811       3.881     
8192       8192            32768             1000      7.551       1.08        4.34           7.679       7.532       7.613     
16384      16384           65536             1000      15.009      1.09        4.37           20.099      14.993      15.021    
32768      32768           131072            1000      29.988      1.09        4.37           35.293      29.885      30.007    
65536      65536           262144            1000      59.777      1.10        4.39           65.966      59.684      60.024    
131072     131072          524288            1000      119.395     1.10        4.39           124.837     119.294     119.852   
262144     262144          1048576           1000      238.593     1.10        4.39           244.100     238.457     238.562   
524288     524288          2097152           1000      477.007     1.10        4.40           481.987     476.766     477.880   
1048576    1048576         4194304           1000      954.149     1.10        4.40           962.159     953.399     953.872   

