the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.106       0.01        0.11           0.280       0.040       0.120     
2          2               24                1000      0.100       0.02        0.24           0.300       0.040       0.100     
4          4               48                1000      0.124       0.03        0.39           0.460       0.060       0.480     
8          8               96                1000      0.146       0.05        0.66           0.320       0.060       0.440     
16         16              192               1000      0.144       0.11        1.34           0.360       0.060       0.840     
32         32              384               1000      0.155       0.21        2.48           0.540       0.080       0.440     
64         64              768               1000      0.205       0.31        3.75           0.540       0.120       0.360     
128        128             1536              1000      0.198       0.64        7.74           0.460       0.140       0.420     
256        256             3072              1000      0.281       0.91        10.94          0.480       0.200       0.600     
512        512             6144              1000      0.402       1.27        15.27          1.040       0.340       0.640     
1024       1024            12288             1000      0.755       1.36        16.28          1.140       0.700       1.600     
2048       2048            24576             1000      1.333       1.54        18.44          2.160       1.260       2.820     
4096       4096            49152             1000      2.713       1.51        18.12          138.900     2.520       5.680     
8192       8192            98304             1000      5.325       1.54        18.46          8.340       5.180       13.740    
16384      16384           196608            1000      10.454      1.57        18.81          134.560     10.100      25.020    
32768      32768           393216            1000      20.317      1.61        19.35          50.060      19.340      54.380    
65536      65536           786432            1000      65.480      1.00        12.01          127.360     59.500      102.120   
131072     131072          1572864           1000      211.782     0.62        7.43           251.160     205.900     201.180   
262144     262144          3145728           1000      558.811     0.47        5.63           634.040     549.700     565.220   
524288     524288          6291456           1000      1077.363    0.49        5.84           1213.540    1065.720    1055.020  
1048576    1048576         12582912          1000      2038.520    0.51        6.17           2285.920    2016.400    2491.940  

