the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.076       0.01        0.16           0.095       0.076       0.500     
2          2               24                1000      0.076       0.03        0.32           0.090       0.076       0.485     
4          4               48                1000      0.077       0.05        0.62           0.099       0.076       0.651     
8          8               96                1000      0.078       0.10        1.23           0.098       0.077       0.509     
16         16              192               1000      0.084       0.19        2.28           6.406       0.078       0.684     
32         32              384               1000      0.078       0.41        4.92           0.090       0.077       0.517     
64         64              768               1000      0.082       0.78        9.42           0.092       0.081       0.671     
128        128             1536              1000      0.091       1.41        16.91          0.102       0.090       0.519     
256        256             3072              1000      0.111       2.31        27.67          0.124       0.111       0.542     
512        512             6144              1000      0.152       3.38        40.55          0.165       0.151       0.739     
1024       1024            12288             1000      0.229       4.47        53.65          0.237       0.228       0.766     
2048       2048            24576             1000      0.388       5.28        63.40          0.399       0.382       0.914     
4096       4096            49152             1000      0.696       5.88        70.59          0.750       0.691       1.630     
8192       8192            98304             1000      2.194       3.73        44.82          2.230       2.148       3.916     
16384      16384           196608            1000      4.285       3.82        45.88          8.598       4.235       7.289     
32768      32768           393216            1000      8.673       3.78        45.34          13.365      8.569       18.245    
65536      65536           786432            1000      28.338      2.31        27.75          39.283      26.787      31.717    
131072     131072          1572864           1000      52.109      2.52        30.18          86.449      50.520      58.943    
262144     262144          3145728           1000      126.731     2.07        24.82          140.195     124.525     129.206   
524288     524288          6291456           1000      263.612     1.99        23.87          279.315     258.470     282.561   
1048576    1048576         12582912          1000      489.031     2.14        25.73          563.969     483.841     644.955   

