the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.209       0.03        0.11           0.340       0.120       0.200     
2          12              48                1000      0.233       0.05        0.21           0.640       0.200       0.460     
4          24              96                1000      0.307       0.08        0.31           0.440       0.200       0.580     
8          48              192               1000      0.412       0.12        0.47           0.620       0.340       0.440     
16         96              384               1000      0.541       0.18        0.71           0.900       0.460       0.840     
32         192             768               1000      0.832       0.23        0.92           1.160       0.760       1.440     
64         384             1536              1000      1.350       0.28        1.14           8.580       1.280       2.880     
128        768             3072              1000      2.375       0.32        1.29           3.660       2.300       5.020     
256        1536            6144              1000      4.619       0.33        1.33           12.120      4.540       9.280     
512        3072            12288             1000      8.946       0.34        1.37           15.680      8.680       18.740    
1024       6144            24576             1000      25.180      0.24        0.98           32.840      23.840      36.760    
2048       12288           49152             1000      64.446      0.19        0.76           73.480      62.760      76.320    
4096       24576           98304             1000      138.316     0.18        0.71           159.400     135.760     146.260   
8192       49152           196608            1000      287.525     0.17        0.68           300.700     284.480     300.500   
16384      98304           393216            1000      578.481     0.17        0.68           614.500     572.840     600.920   
32768      196608          786432            1000      1165.452    0.17        0.67           1286.220    1153.340    1182.800  
65536      393216          1572864           1000      2566.473    0.15        0.61           2719.920    2459.320    2347.600  
131072     786432          3145728           1000      4696.810    0.17        0.67           5208.040    4667.980    4682.440  
262144     1572864         6291456           1000      9361.041    0.17        0.67           9904.820    9316.920    9341.020  
524288     3145728         12582912          1000      18712.276   0.17        0.67           19575.520   18657.900   18821.140 
1048576    6291456         25165824          1000      37403.433   0.17        0.67           38517.040   37328.640   37356.480 

