the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               8                 1000      0.086       0.07        0.09           0.240       0.060       0.120     
2          12              16                1000      0.083       0.14        0.19           0.140       0.040       0.080     
3          18              24                1000      0.094       0.19        0.26           0.420       0.040       0.080     
4          24              32                1000      0.086       0.28        0.37           0.280       0.040       0.500     
5          30              40                1000      0.096       0.31        0.41           0.260       0.060       0.480     
6          36              48                1000      0.089       0.40        0.54           0.100       0.060       0.280     
7          42              56                1000      0.099       0.43        0.57           0.200       0.060       0.120     
8          48              64                1000      0.108       0.45        0.59           0.120       0.040       0.160     
16         96              128               1000      0.111       0.86        1.15           0.260       0.040       0.100     
32         192             256               1000      0.119       1.61        2.15           0.260       0.060       0.120     
64         384             512               1000      0.142       2.70        3.60           0.440       0.080       0.360     
128        768             1024              1000      0.159       4.84        6.45           0.340       0.120       0.520     
256        1536            2048              1000      0.230       6.68        8.90           0.520       0.200       0.400     
512        3072            4096              1000      0.377       8.14        10.86          0.800       0.320       0.520     
1024       6144            8192              1000      0.939       6.55        8.73           1.260       0.620       1.120     
2048       12288           16384             1000      1.444       8.51        11.35          1.880       1.200       2.440     
4096       24576           32768             1000      2.697       9.11        12.15          10.600      2.340       4.800     
8192       49152           65536             1000      5.039       9.75        13.01          14.960      4.760       10.340    
16384      98304           131072            1000      10.368      9.48        12.64          18.660      10.140      16.860    
32768      196608          262144            1000      19.255      10.21       13.61          28.920      18.880      32.720    
65536      393216          524288            1000      37.557      10.47       13.96          91.000      36.760      83.420    
131072     786432          1048576           1000      143.972     5.46        7.28           253.880     133.240     146.100   
262144     1572864         2097152           1000      341.622     4.60        6.14           376.800     329.920     303.260   
524288     3145728         4194304           1000      669.114     4.70        6.27           708.360     658.400     640.040   
1048576    6291456         8388608           1000      1351.975    4.65        6.20           1386.920    1337.520    1346.160  

