the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.098       0.06        0.24           0.125       0.091       0.457     
2          12              48                1000      0.110       0.11        0.44           0.233       0.102       0.524     
4          24              96                1000      0.109       0.22        0.88           0.194       0.088       0.511     
8          48              192               1000      0.143       0.33        1.34           12.633      0.107       0.399     
16         96              384               1000      0.155       0.62        2.48           0.190       0.132       0.521     
32         192             768               1000      0.232       0.83        3.32           0.495       0.199       0.797     
64         384             1536              1000      0.398       0.96        3.86           1.325       0.368       2.848     
128        768             3072              1000      0.629       1.22        4.88           1.080       0.591       2.868     
256        1536            6144              1000      1.067       1.44        5.76           1.311       1.011       3.064     
512        3072            12288             1000      2.107       1.46        5.83           3.033       2.013       4.312     
1024       6144            24576             1000      4.579       1.34        5.37           5.772       4.466       8.532     
2048       12288           49152             1000      9.872       1.24        4.98           18.651      9.575       14.686    
4096       24576           98304             1000      20.359      1.21        4.83           21.950      19.773      23.955    
8192       49152           196608            1000      45.090      1.09        4.36           52.063      44.061      49.908    
16384      98304           393216            1000      117.142     0.84        3.36           212.016     112.914     124.652   
32768      196608          786432            1000      271.561     0.72        2.90           342.821     264.141     291.597   
65536      393216          1572864           1000      595.268     0.66        2.64           622.892     544.907     579.602   
131072     786432          3145728           1000      1336.123    0.59        2.35           1472.878    1323.386    1447.033  
262144     1572864         6291456           1000      3573.610    0.44        1.76           3744.893    3556.926    3785.184  
524288     3145728         12582912          1000      8756.117    0.36        1.44           8797.803    8722.283    8790.463  
1048576    6291456         25165824          1000      20454.990   0.31        1.23           20557.460   20386.394   20650.968 

