the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               8                 1000      0.073       0.08        0.11           0.087       0.072       0.300     
2          12              16                1000      0.074       0.16        0.22           0.081       0.073       0.295     
3          18              24                1000      0.075       0.24        0.32           0.082       0.075       0.469     
4          24              32                1000      0.077       0.31        0.42           0.078       0.077       0.302     
5          30              40                1000      0.076       0.39        0.53           0.088       0.076       0.303     
6          36              48                1000      0.077       0.47        0.62           0.083       0.077       0.280     
7          42              56                1000      0.080       0.52        0.70           0.084       0.079       0.302     
8          48              64                1000      0.081       0.59        0.79           0.089       0.081       0.282     
16         96              128               1000      0.076       1.26        1.68           0.079       0.076       0.304     
32         192             256               1000      0.079       2.43        3.24           0.088       0.079       0.473     
64         384             512               1000      0.088       4.36        5.82           0.088       0.088       0.306     
128        768             1024              1000      0.106       7.24        9.66           0.110       0.106       0.538     
256        1536            2048              1000      0.143       10.74       14.32          0.145       0.142       0.552     
512        3072            4096              1000      0.216       14.22       18.96          0.219       0.216       0.494     
1024       6144            8192              1000      0.363       16.93       22.57          0.367       0.363       0.574     
2048       12288           16384             1000      0.658       18.67       24.90          0.666       0.657       1.076     
4096       24576           32768             1000      1.247       19.71       26.28          1.261       1.246       1.475     
8192       49152           65536             1000      2.436       20.17       26.90          2.475       2.425       2.933     
16384      98304           131072            1000      4.807       20.45       27.27          4.918       4.682       4.979     
32768      196608          262144            1000      9.548       20.59       27.46          19.043      9.298       10.070    
65536      393216          524288            1000      18.968      20.73       27.64          36.729      18.477      19.541    
131072     786432          1048576           1000      38.677      20.33       27.11          54.158      37.998      40.161    
262144     1572864         2097152           1000      78.219      20.11       26.81          99.500      76.876      79.208    
524288     3145728         4194304           1000      157.593     19.96       26.61          169.851     155.341     160.097   
1048576    6291456         8388608           1000      315.883     19.92       26.56          329.987     314.118     319.397   

