the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.185       0.01        0.06           0.440       0.120       0.160     
2          2               24                1000      0.196       0.01        0.12           0.340       0.120       0.340     
4          4               48                1000      0.230       0.02        0.21           0.560       0.160       0.240     
8          8               96                1000      0.289       0.03        0.33           6.620       0.160       0.420     
16         16              192               1000      0.368       0.04        0.52           0.540       0.300       0.400     
32         32              384               1000      0.550       0.06        0.70           0.680       0.460       0.540     
64         64              768               1000      0.929       0.07        0.83           1.300       0.860       1.040     
128        128             1536              1000      1.632       0.08        0.94           10.600      1.560       1.720     
256        256             3072              1000      3.182       0.08        0.97           137.700     2.960       3.600     
512        512             6144              1000      6.128       0.08        1.00           255.820     5.780       6.480     
1024       1024            12288             1000      11.498      0.09        1.07           12.040      11.420      12.340    
2048       2048            24576             1000      22.902      0.09        1.07           79.260      22.740      24.260    
4096       4096            49152             1000      47.889      0.09        1.03           164.720     47.060      65.460    
8192       8192            98304             1000      94.506      0.09        1.04           119.740     93.960      138.580   
16384      16384           196608            1000      188.901     0.09        1.04           232.660     188.020     252.300   
32768      32768           393216            1000      381.576     0.09        1.03           522.180     376.060     622.140   
65536      65536           786432            1000      877.492     0.07        0.90           1259.160    848.000     1328.460  
131072     131072          1572864           1000      2747.970    0.05        0.57           3118.480    2073.380    2948.560  
262144     262144          3145728           1000      5504.171    0.05        0.57           6788.840    4839.480    5751.960  
524288     524288          6291456           1000      11151.349   0.05        0.56           13378.640   10166.620   11639.660 
1048576    1048576         12582912          1000      22161.476   0.05        0.57           26142.360   20454.860   23520.740 

