the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.147       0.01        0.05           0.177       0.140       0.384     
2          4               16                1000      0.149       0.03        0.11           0.178       0.141       0.472     
4          8               32                1000      0.150       0.05        0.21           0.184       0.141       0.319     
8          16              64                1000      0.153       0.10        0.42           0.303       0.146       0.373     
16         32              128               1000      0.157       0.20        0.82           0.187       0.150       0.210     
32         64              256               1000      0.170       0.38        1.50           0.712       0.163       0.362     
64         128             512               1000      0.196       0.65        2.61           0.782       0.191       0.579     
128        256             1024              1000      0.256       1.00        4.01           0.282       0.249       0.396     
256        512             2048              1000      0.372       1.38        5.51           0.431       0.366       0.656     
512        1024            4096              1000      0.622       1.65        6.59           1.189       0.616       1.076     
1024       2048            8192              1000      1.086       1.88        7.54           1.153       1.077       1.124     
2048       4096            16384             1000      2.024       2.02        8.09           2.405       2.011       2.423     
4096       8192            32768             1000      3.888       2.11        8.43           4.324       3.874       4.097     
8192       16384           65536             1000      7.619       2.15        8.60           8.194       7.604       8.002     
16384      32768           131072            1000      15.128      2.17        8.66           20.459      15.052      15.286    
32768      65536           262144            1000      30.206      2.17        8.68           34.720      29.965      30.442    
65536      131072          524288            1000      60.893      2.15        8.61           131.081     59.800      60.882    
131072     262144          1048576           1000      120.979     2.17        8.67           153.731     119.477     119.733   
262144     524288          2097152           1000      240.284     2.18        8.73           276.814     238.675     239.243   
524288     1048576         4194304           1000      480.591     2.18        8.73           496.365     477.561     478.340   
1048576    2097152         8388608           1000      964.104     2.18        8.70           984.094     953.973     956.048   

