the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.164       0.01        0.02           0.198       0.152       0.449     
2          2               8                 1000      0.165       0.01        0.05           0.340       0.153       0.244     
4          4               16                1000      0.168       0.02        0.10           0.206       0.156       0.221     
8          8               32                1000      0.170       0.05        0.19           0.344       0.157       0.275     
16         16              64                1000      0.174       0.09        0.37           0.379       0.161       0.242     
32         32              128               1000      0.180       0.18        0.71           0.215       0.168       0.287     
64         64              256               1000      0.205       0.31        1.25           6.036       0.187       0.312     
128        128             512               1000      0.259       0.50        1.98           0.301       0.246       0.392     
256        256             1024              1000      0.375       0.68        2.73           0.571       0.362       0.410     
512        512             2048              1000      0.622       0.82        3.29           0.652       0.607       0.664     
1024       1024            4096              1000      1.089       0.94        3.76           1.133       1.072       1.144     
2048       2048            8192              1000      2.029       1.01        4.04           9.942       2.004       2.099     
4096       4096            16384             1000      3.882       1.06        4.22           4.132       3.867       3.931     
8192       8192            32768             1000      7.627       1.07        4.30           15.211      7.594       7.981     
16384      16384           65536             1000      15.084      1.09        4.34           20.870      15.049      15.162    
32768      32768           131072            1000      29.990      1.09        4.37           35.526      29.943      30.022    
65536      65536           262144            1000      59.880      1.09        4.38           66.815      59.784      59.837    
131072     131072          524288            1000      119.475     1.10        4.39           126.163     119.338     119.557   
262144     262144          1048576           1000      238.713     1.10        4.39           244.985     238.529     238.675   
524288     524288          2097152           1000      477.124     1.10        4.40           484.133     476.824     477.125   
1048576    1048576         4194304           1000      954.202     1.10        4.40           966.868     953.482     954.049   

