the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.116       0.05        0.21           0.260       0.040       0.080     
2          12              48                1000      0.146       0.08        0.33           0.440       0.060       0.500     
4          24              96                1000      0.164       0.15        0.59           0.360       0.060       0.500     
8          48              192               1000      0.237       0.20        0.81           0.500       0.140       0.560     
16         96              384               1000      0.444       0.22        0.86           1.000       0.340       1.620     
32         192             768               1000      1.277       0.15        0.60           9.100       1.160       3.540     
64         384             1536              1000      4.567       0.08        0.34           12.440      4.240       10.660    
128        768             3072              1000      21.764      0.04        0.14           30.120      20.340      30.380    
256        1536            6144              1000      96.797      0.02        0.06           105.960     93.360      105.440   
512        3072            12288             1000      697.440     0.00        0.02           709.960     352.720     706.220   
1024       6144            24576             1000      1371.978    0.00        0.02           1401.880    1345.060    1376.300  
2048       12288           49152             1000      5597.435    0.00        0.01           6133.380    5501.640    8389.200  
4096       24576           98304             1000      26540.955   0.00        0.00           26977.000   26156.060   32493.680 
8192       49152           196608            1000      143344.310  0.00        0.00           144665.860  142338.040  143324.580
16384      98304           393216            1000      660353.502  0.00        0.00           692267.960  657204.600  661364.340

