the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.074       0.01        0.16           0.075       0.073       0.149     
2          2               24                1000      0.075       0.03        0.32           0.132       0.074       0.084     
4          4               48                1000      0.077       0.05        0.62           0.111       0.076       0.085     
8          8               96                1000      0.076       0.10        1.26           0.136       0.074       0.075     
16         16              192               1000      0.083       0.19        2.31           6.147       0.076       0.077     
32         32              384               1000      0.078       0.41        4.94           0.102       0.077       0.077     
64         64              768               1000      0.084       0.76        9.13           0.135       0.082       0.148     
128        128             1536              1000      0.096       1.34        16.02          0.150       0.092       0.190     
256        256             3072              1000      0.118       2.17        26.01          0.179       0.114       0.157     
512        512             6144              1000      0.163       3.14        37.71          0.231       0.158       0.221     
1024       1024            12288             1000      0.257       3.99        47.88          0.281       0.247       0.322     
2048       2048            24576             1000      0.520       3.94        47.29          6.976       0.489       0.566     
4096       4096            49152             1000      1.011       4.05        48.60          1.088       0.979       1.411     
8192       8192            98304             1000      1.766       4.64        55.66          1.945       1.723       2.497     
16384      16384           196608            1000      3.914       4.19        50.24          4.543       3.549       5.175     
32768      32768           393216            1000      8.914       3.68        44.11          13.583      8.050       10.474    
65536      65536           786432            1000      19.177      3.42        41.01          26.814      17.917      25.332    
131072     131072          1572864           1000      38.652      3.39        40.69          43.450      36.890      50.012    
262144     262144          3145728           1000      89.018      2.94        35.34          107.178     84.462      112.548   
524288     524288          6291456           1000      248.495     2.11        25.32          259.937     226.484     253.295   
1048576    1048576         12582912          1000      504.166     2.08        24.96          517.270     489.402     506.017   

