the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.084       0.02        0.10           0.220       0.040       0.100     
2          4               16                1000      0.087       0.05        0.18           0.220       0.040       0.100     
4          8               32                1000      0.100       0.08        0.32           0.200       0.040       0.120     
8          16              64                1000      0.119       0.13        0.54           0.240       0.060       0.160     
16         32              128               1000      0.134       0.24        0.96           0.220       0.100       0.320     
32         64              256               1000      0.152       0.42        1.68           0.280       0.140       0.180     
64         128             512               1000      0.212       0.60        2.41           0.340       0.200       0.340     
128        256             1024              1000      0.341       0.75        3.00           0.480       0.320       0.380     
256        512             2048              1000      0.599       0.85        3.42           0.740       0.580       0.760     
512        1024            4096              1000      1.127       0.91        3.63           1.240       1.100       1.300     
1024       2048            8192              1000      2.157       0.95        3.80           10.860      2.140       2.300     
2048       4096            16384             1000      4.207       0.97        3.89           4.720       4.180       4.960     
4096       8192            32768             1000      8.361       0.98        3.92           15.780      8.300       13.580    
8192       16384           65536             1000      16.592      0.99        3.95           23.200      16.500      28.200    
16384      32768           131072            1000      33.061      0.99        3.96           40.820      32.880      53.600    
32768      65536           262144            1000      73.743      0.89        3.55           179.920     65.640      137.640   
65536      131072          524288            1000      144.956     0.90        3.62           381.260     140.140     301.960   
131072     262144          1048576           1000      665.416     0.39        1.58           879.180     510.920     387.480   
262144     524288          2097152           1000      673.181     0.78        3.12           718.860     639.760     615.980   
524288     1048576         4194304           1000      1218.366    0.86        3.44           1711.880    1189.580    1167.440  
1048576    2097152         8388608           1000      2265.319    0.93        3.70           2795.220    2238.600    2236.180  

