the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.073       0.01        0.11           0.075       0.073       0.229     
2          2               16                1000      0.075       0.03        0.21           0.087       0.074       0.134     
4          4               32                1000      0.078       0.05        0.41           0.088       0.076       0.103     
8          8               64                1000      0.074       0.11        0.86           0.110       0.074       0.157     
16         16              128               1000      0.075       0.21        1.70           0.137       0.075       0.257     
32         32              256               1000      0.077       0.42        3.33           0.078       0.076       0.137     
64         64              512               1000      0.081       0.79        6.31           0.134       0.080       0.104     
128        128             1024              1000      0.089       1.43        11.46          0.132       0.088       0.294     
256        256             2048              1000      0.106       2.42        19.33          0.155       0.105       0.144     
512        512             4096              1000      0.139       3.68        29.42          0.209       0.137       0.433     
1024       1024            8192              1000      0.205       5.00        40.04          0.255       0.203       0.429     
2048       2048            16384             1000      0.342       6.00        47.97          0.674       0.334       1.257     
4096       4096            32768             1000      0.693       5.91        47.25          1.175       0.643       1.993     
8192       8192            65536             1000      1.379       5.94        47.52          2.285       1.325       4.121     
16384      16384           131072            1000      3.451       4.75        37.98          7.925       2.762       8.113     
32768      32768           262144            1000      12.865      2.55        20.38          18.984      11.623      17.728    
65536      65536           524288            1000      33.480      1.96        15.66          34.930      32.185      34.931    
131072     131072          1048576           1000      74.940      1.75        13.99          81.190      73.144      76.395    
262144     262144          2097152           1000      155.820     1.68        13.46          168.822     152.506     155.404   
524288     524288          4194304           1000      319.129     1.64        13.14          330.260     313.480     319.884   
1048576    1048576         8388608           1000      458.322     2.29        18.30          483.132     452.017     487.283   

