the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          4               16                1000      0.075       0.05        0.21           0.298       0.074       0.512     
2          8               32                1000      0.076       0.10        0.42           0.322       0.075       0.086     
4          16              64                1000      0.078       0.20        0.82           0.275       0.077       0.077     
8          32              128               1000      0.081       0.39        1.58           0.085       0.081       0.081     
16         64              256               1000      0.087       0.73        2.93           0.278       0.085       0.283     
32         128             512               1000      0.100       1.29        5.14           0.296       0.097       0.132     
64         256             1024              1000      0.124       2.06        8.23           0.301       0.121       0.347     
128        512             2048              1000      0.171       3.00        11.98          0.338       0.168       0.216     
256        1024            4096              1000      0.267       3.84        15.37          0.459       0.263       0.338     
512        2048            8192              1000      0.457       4.48        17.91          0.667       0.452       0.492     
1024       4096            16384             1000      0.837       4.89        19.57          1.061       0.831       1.041     
2048       8192            32768             1000      1.599       5.12        20.49          1.773       1.588       1.660     
4096       16384           65536             1000      3.147       5.21        20.82          9.283       3.118       3.389     
8192       32768           131072            1000      6.210       5.28        21.11          6.623       6.144       6.491     
16384      65536           262144            1000      12.538      5.23        20.91          12.938      12.247      12.887    
32768      131072          524288            1000      24.743      5.30        21.19          32.099      24.410      24.893    
65536      262144          1048576           1000      48.979      5.35        21.41          53.258      48.585      50.127    
131072     524288          2097152           1000      98.275      5.33        21.34          125.927     97.751      99.543    
262144     1048576         4194304           1000      195.749     5.36        21.43          236.015     194.038     201.154   
524288     2097152         8388608           1000      407.888     5.14        20.57          438.818     405.019     409.420   
1048576    4194304         16777216          1000      831.841     5.04        20.17          857.170     827.841     831.803   

