the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.125       0.05        0.19           0.320       0.100       0.700     
2          12              48                1000      0.140       0.09        0.34           0.300       0.080       0.300     
4          24              96                1000      0.147       0.16        0.65           0.300       0.100       0.280     
8          48              192               1000      0.157       0.31        1.23           0.540       0.120       0.640     
16         96              384               1000      0.163       0.59        2.35           0.340       0.120       0.540     
32         192             768               1000      0.187       1.02        4.10           0.340       0.140       0.440     
64         384             1536              1000      0.367       1.05        4.19           62.740      0.260       0.860     
128        768             3072              1000      0.376       2.04        8.18           0.580       0.340       0.680     
256        1536            6144              1000      0.644       2.39        9.55           1.040       0.600       1.140     
512        3072            12288             1000      1.137       2.70        10.81          1.880       1.080       2.600     
1024       6144            24576             1000      2.047       3.00        12.00          2.380       1.960       4.660     
2048       12288           49152             1000      3.673       3.35        13.38          7.300       3.620       9.060     
4096       24576           98304             1000      7.224       3.40        13.61          40.720      7.100       19.340    
8192       49152           196608            1000      14.375      3.42        13.68          87.800      14.060      34.800    
16384      98304           393216            1000      28.169      3.49        13.96          77.720      27.560      71.900    
32768      196608          786432            1000      112.832     1.74        6.97           220.580     97.100      152.040   
65536      393216          1572864           1000      329.392     1.19        4.78           370.820     316.220     331.460   
131072     786432          3145728           1000      619.831     1.27        5.08           665.860     606.240     667.380   
262144     1572864         6291456           1000      1448.197    1.09        4.34           1760.280    1418.700    1443.060  
524288     3145728         12582912          1000      3017.035    1.04        4.17           3568.260    2904.980    3068.440  
1048576    6291456         25165824          1000      7358.226    0.86        3.42           8210.340    6934.000    7565.020  

