the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.082       0.01        0.10           0.378       0.074       0.300     
2          2               16                1000      0.077       0.03        0.21           0.282       0.074       0.280     
4          4               32                1000      0.077       0.05        0.42           0.273       0.074       0.206     
8          8               64                1000      0.082       0.10        0.79           0.271       0.077       0.462     
16         16              128               1000      0.082       0.19        1.56           0.296       0.077       0.078     
32         32              256               1000      0.087       0.37        2.95           0.302       0.080       0.108     
64         64              512               1000      0.086       0.75        5.97           0.390       0.084       0.116     
128        128             1024              1000      0.096       1.34        10.72          0.313       0.091       0.219     
256        256             2048              1000      0.113       2.27        18.18          0.422       0.106       0.286     
512        512             4096              1000      0.147       3.49        27.92          0.531       0.138       0.375     
1024       1024            8192              1000      0.212       4.83        38.67          0.623       0.204       0.281     
2048       2048            16384             1000      0.338       6.06        48.45          0.698       0.334       0.489     
4096       4096            32768             1000      0.695       5.89        47.15          1.245       0.612       1.063     
8192       8192            65536             1000      1.577       5.19        41.54          2.345       1.165       2.842     
16384      16384           131072            1000      3.310       4.95        39.59          4.890       2.714       7.114     
32768      32768           262144            1000      11.231      2.92        23.34          17.106      10.578      14.712    
65536      65536           524288            1000      29.837      2.20        17.57          37.885      28.309      35.700    
131072     131072          1048576           1000      69.917      1.87        15.00          80.317      67.804      72.802    
262144     262144          2097152           1000      152.053     1.72        13.79          162.219     148.978     154.556   
524288     524288          4194304           1000      317.843     1.65        13.20          330.476     310.688     330.324   
1048576    1048576         8388608           1000      684.991     1.53        12.25          699.837     663.273     692.861   

