the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.071       0.01        0.06           0.119       0.070       0.224     
2          2               8                 1000      0.074       0.03        0.11           0.142       0.073       0.136     
4          4               16                1000      0.074       0.05        0.22           0.127       0.073       0.135     
8          8               32                1000      0.081       0.10        0.40           0.129       0.079       0.322     
16         16              64                1000      0.097       0.17        0.66           0.317       0.094       0.144     
32         32              128               1000      0.125       0.26        1.03           0.145       0.122       0.477     
64         64              256               1000      0.183       0.35        1.40           0.220       0.181       0.317     
128        128             512               1000      0.301       0.43        1.70           0.498       0.298       0.373     
256        256             1024              1000      0.534       0.48        1.92           0.563       0.531       0.582     
512        512             2048              1000      1.009       0.51        2.03           10.533      0.996       1.047     
1024       1024            4096              1000      1.938       0.53        2.11           7.408       1.927       1.982     
2048       2048            8192              1000      3.809       0.54        2.15           17.742      3.789       3.846     
4096       4096            16384             1000      9.702       0.42        1.69           2187.306    7.513       7.604     
8192       8192            32768             1000      14.980      0.55        2.19           20.143      14.960      15.020    
16384      16384           65536             1000      31.278      0.52        2.10           1431.264    29.857      29.986    
32768      32768           131072            1000      60.114      0.55        2.18           328.884     59.647      59.714    
65536      65536           262144            1000      119.838     0.55        2.19           443.117     119.225     119.675   
131072     131072          524288            1000      239.026     0.55        2.19           356.816     238.382     238.594   
262144     262144          1048576           1000      477.519     0.55        2.20           549.340     476.694     476.833   
524288     524288          2097152           1000      954.341     0.55        2.20           999.286     953.320     956.093   
1048576    1048576         4194304           1000      1908.431    0.55        2.20           1937.545    1906.600    1906.888  

