the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               20                1000      0.075       0.03        0.27           0.306       0.075       0.201     
2          4               40                1000      0.078       0.05        0.52           0.305       0.076       0.192     
4          8               80                1000      0.084       0.10        0.96           0.295       0.082       0.107     
8          16              160               1000      0.078       0.20        2.04           0.308       0.078       0.114     
16         32              320               1000      0.083       0.39        3.87           0.302       0.081       0.096     
32         64              640               1000      0.090       0.71        7.08           0.302       0.090       0.141     
64         128             1280              1000      0.110       1.16        11.64          0.331       0.106       0.159     
128        256             2560              1000      0.158       1.62        16.16          0.400       0.139       0.264     
256        512             5120              1000      0.208       2.46        24.59          0.432       0.204       0.285     
512        1024            10240             1000      0.352       2.91        29.10          0.557       0.335       0.403     
1024       2048            20480             1000      0.604       3.39        33.92          0.839       0.597       0.677     
2048       4096            40960             1000      1.134       3.61        36.13          1.354       1.125       1.404     
4096       8192            81920             1000      2.200       3.72        37.23          2.406       2.176       2.663     
8192       16384           163840            1000      4.341       3.77        37.74          8.587       4.291       5.177     
16384      32768           327680            1000      8.846       3.70        37.04          14.387      8.621       10.521    
32768      65536           655360            1000      17.920      3.66        36.57          22.870      17.170      21.050    
65536      131072          1310720           1000      35.152      3.73        37.29          40.493      34.108      44.569    
131072     262144          2621440           1000      72.575      3.61        36.12          87.662      68.439      89.253    
262144     524288          5242880           1000      195.215     2.69        26.86          202.507     175.965     196.600   
524288     1048576         10485760          1000      405.649     2.58        25.85          415.554     392.245     404.448   
1048576    2097152         20971520          1000      813.347     2.58        25.78          828.863     798.656     819.725   

