the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.133       0.02        0.06           0.560       0.060       0.800     
2          4               16                1000      0.130       0.03        0.12           0.340       0.060       0.640     
4          8               32                1000      0.131       0.06        0.24           0.600       0.060       0.420     
8          16              64                1000      0.137       0.12        0.47           1.140       0.080       0.260     
16         32              128               1000      0.164       0.19        0.78           0.360       0.100       0.440     
32         64              256               1000      0.150       0.43        1.70           0.380       0.100       0.160     
64         128             512               1000      0.185       0.69        2.77           2.960       0.120       0.400     
128        256             1024              1000      0.260       0.98        3.94           0.580       0.200       0.500     
256        512             2048              1000      0.357       1.43        5.74           0.860       0.300       1.460     
512        1024            4096              1000      0.588       1.74        6.97           0.880       0.540       2.740     
1024       2048            8192              1000      1.225       1.67        6.69           1.760       1.160       5.460     
2048       4096            16384             1000      2.569       1.59        6.38           3.840       2.480       7.680     
4096       8192            32768             1000      5.098       1.61        6.43           12.960      4.960       24.160    
8192       16384           65536             1000      9.877       1.66        6.64           22.060      9.620       51.340    
16384      32768           131072            1000      19.541      1.68        6.71           34.220      18.460      87.340    
32768      65536           262144            1000      54.507      1.20        4.81           146.320     52.620      221.520   
65536      131072          524288            1000      259.357     0.51        2.02           350.980     242.300     307.400   
131072     262144          1048576           1000      785.669     0.33        1.33           947.640     422.940     554.000   
262144     524288          2097152           1000      1401.619    0.37        1.50           1808.240    777.820     1424.380  
524288     1048576         4194304           1000      1361.175    0.77        3.08           1445.400    1347.160    1356.680  
1048576    2097152         8388608           1000      2951.932    0.71        2.84           3127.320    2874.780    2631.840  

