the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.435       0.00        0.02           0.980       0.380       0.600     
2          2               16                1000      0.443       0.00        0.04           0.560       0.380       0.540     
4          4               32                1000      0.449       0.01        0.07           0.660       0.380       0.780     
8          8               64                1000      0.432       0.02        0.15           7.180       0.380       0.540     
16         16              128               1000      0.466       0.03        0.27           0.620       0.380       0.640     
32         32              256               1000      0.515       0.06        0.50           0.800       0.460       0.800     
64         64              512               1000      0.634       0.10        0.81           8.520       0.580       0.880     
128        128             1024              1000      0.821       0.16        1.25           1.220       0.780       1.180     
256        256             2048              1000      1.209       0.21        1.69           1.480       1.160       1.620     
512        512             4096              1000      2.253       0.23        1.82           218.620     1.980       2.800     
1024       1024            8192              1000      3.573       0.29        2.29           3.820       3.520       4.000     
2048       2048            16384             1000      6.622       0.31        2.47           7.200       6.560       8.140     
4096       4096            32768             1000      12.631      0.32        2.59           22.760      12.580      34.440    
8192       8192            65536             1000      24.981      0.33        2.62           86.960      24.800      48.120    
16384      16384           131072            1000      49.346      0.33        2.66           97.040      49.020      59.400    
32768      32768           262144            1000      98.310      0.33        2.67           123.880     97.500      123.160   
65536      65536           524288            1000      196.764     0.33        2.66           268.240     194.880     250.720   
131072     131072          1048576           1000      516.511     0.25        2.03           601.400     421.560     477.540   
262144     262144          2097152           1000      961.504     0.27        2.18           1135.240    881.700     919.740   
524288     524288          4194304           1000      1752.480    0.30        2.39           2034.960    1670.560    1710.320  
1048576    1048576         8388608           1000      3758.938    0.28        2.23           4294.640    3665.540    3750.860  

