the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.091       0.01        0.13           0.246       0.082       0.414     
2          2               24                1000      0.092       0.02        0.26           0.131       0.082       0.353     
4          4               48                1000      0.095       0.04        0.51           0.301       0.087       0.165     
8          8               96                1000      0.095       0.08        1.01           0.121       0.084       0.414     
16         16              192               1000      0.091       0.18        2.12           0.288       0.078       0.133     
32         32              384               1000      0.094       0.34        4.08           0.298       0.086       0.135     
64         64              768               1000      0.107       0.60        7.16           0.307       0.096       0.430     
128        128             1536              1000      0.134       0.95        11.43          0.482       0.120       0.203     
256        256             3072              1000      0.185       1.39        16.65          0.632       0.178       0.366     
512        512             6144              1000      0.287       1.79        21.44          0.615       0.270       0.320     
1024       1024            12288             1000      0.484       2.12        25.38          0.517       0.481       0.521     
2048       2048            24576             1000      0.904       2.27        27.19          1.194       0.882       1.363     
4096       4096            49152             1000      1.715       2.39        28.66          2.025       1.697       1.857     
8192       8192            98304             1000      4.723       1.73        20.81          1314.940    3.353       3.611     
16384      16384           196608            1000      6.908       2.37        28.46          221.038     6.604       6.948     
32768      32768           393216            1000      13.350      2.45        29.45          14.139      13.163      13.659    
65536      65536           786432            1000      27.362      2.40        28.74          71.104      26.358      28.949    
131072     131072          1572864           1000      52.960      2.47        29.70          76.636      52.533      56.045    
262144     262144          3145728           1000      107.481     2.44        29.27          121.834     105.682     118.425   
524288     524288          6291456           1000      263.373     1.99        23.89          279.225     234.212     267.330   
1048576    1048576         12582912          1000      491.644     2.13        25.59          545.463     483.902     503.371   

