the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.087       0.01        0.09           0.127       0.085       0.668     
2          2               16                1000      0.096       0.02        0.17           0.122       0.091       0.649     
4          4               32                1000      0.113       0.04        0.28           0.286       0.109       0.925     
8          8               64                1000      0.146       0.05        0.44           0.323       0.140       0.389     
16         16              128               1000      0.208       0.08        0.62           0.361       0.200       0.475     
32         32              256               1000      0.341       0.09        0.75           0.653       0.325       0.592     
64         64              512               1000      0.608       0.11        0.84           0.774       0.587       1.079     
128        128             1024              1000      1.084       0.12        0.94           1.386       1.062       1.724     
256        256             2048              1000      2.141       0.12        0.96           2.719       2.096       3.598     
512        512             4096              1000      4.339       0.12        0.94           5.542       4.296       6.692     
1024       1024            8192              1000      9.049       0.11        0.91           21.481      8.921       12.671    
2048       2048            16384             1000      18.886      0.11        0.87           379.765     18.320      25.317    
4096       4096            32768             1000      41.454      0.10        0.79           382.131     40.621      51.134    
8192       8192            65536             1000      89.794      0.09        0.73           565.971     88.055      100.534   
16384      16384           131072            1000      187.074     0.09        0.70           350.926     185.185     198.427   
32768      32768           262144            1000      381.605     0.09        0.69           437.588     378.593     389.205   
65536      65536           524288            1000      768.342     0.09        0.68           810.457     763.708     773.976   
131072     131072          1048576           1000      1541.344    0.09        0.68           1582.718    1533.135    1546.245  
262144     262144          2097152           1000      3089.696    0.08        0.68           3137.328    3074.548    3085.951  
524288     524288          4194304           1000      6188.097    0.08        0.68           6236.203    6166.085    6207.396  
1048576    1048576         8388608           1000      12566.451   0.08        0.67           12649.406   12523.615   12564.937 

