the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.074       0.08        0.32           0.136       0.073       0.143     
2          12              48                1000      0.077       0.16        0.62           0.117       0.076       0.180     
4          24              96                1000      0.080       0.30        1.20           0.095       0.079       0.182     
8          48              192               1000      0.082       0.59        2.34           0.130       0.081       0.230     
16         96              384               1000      0.091       1.05        4.20           0.342       0.090       0.162     
32         192             768               1000      0.107       1.79        7.15           0.173       0.105       0.175     
64         384             1536              1000      0.142       2.70        10.78          0.237       0.139       0.235     
128        768             3072              1000      0.209       3.67        14.68          0.265       0.207       0.242     
256        1536            6144              1000      0.333       4.62        18.47          0.375       0.329       0.347     
512        3072            12288             1000      0.597       5.15        20.60          0.658       0.587       0.677     
1024       6144            24576             1000      1.113       5.52        22.09          7.158       1.100       1.149     
2048       12288           49152             1000      2.147       5.72        22.89          2.198       2.135       2.180     
4096       24576           98304             1000      4.238       5.80        23.20          4.411       4.215       4.321     
8192       49152           196608            1000      8.471       5.80        23.21          8.669       8.375       8.840     
16384      98304           393216            1000      16.775      5.86        23.44          22.687      16.679      16.944    
32768      196608          786432            1000      33.424      5.88        23.53          37.590      33.287      36.863    
65536      393216          1572864           1000      66.637      5.90        23.60          71.246      66.463      75.802    
131072     786432          3145728           1000      133.628     5.89        23.54          155.963     133.019     156.491   
262144     1572864         6291456           1000      327.724     4.80        19.20          339.198     323.994     337.788   
524288     3145728         12582912          1000      714.227     4.40        17.62          735.723     706.806     715.230   
1048576    6291456         25165824          1000      1465.191    4.29        17.18          1479.916    1451.394    1473.906  

