the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.150       0.04        0.16           0.540       0.060       0.800     
2          12              48                1000      0.145       0.08        0.33           0.320       0.060       0.120     
4          24              96                1000      0.151       0.16        0.63           0.460       0.100       0.700     
8          48              192               1000      0.169       0.28        1.14           0.620       0.100       0.720     
16         96              384               1000      0.181       0.53        2.12           0.460       0.160       0.920     
32         192             768               1000      0.202       0.95        3.80           0.680       0.180       0.920     
64         384             1536              1000      0.280       1.37        5.48           0.680       0.260       1.120     
128        768             3072              1000      0.412       1.87        7.46           0.700       0.360       1.080     
256        1536            6144              1000      0.734       2.09        8.37           1.320       0.660       1.340     
512        3072            12288             1000      1.415       2.17        8.69           7.060       1.380       3.900     
1024       6144            24576             1000      2.859       2.15        8.60           3.600       2.740       5.700     
2048       12288           49152             1000      5.749       2.14        8.55           63.100      5.540       10.880    
4096       24576           98304             1000      11.180      2.20        8.79           16.860      10.840      19.880    
8192       49152           196608            1000      21.525      2.28        9.13           40.720      21.100      36.300    
16384      98304           393216            1000      43.504      2.26        9.04           81.520      42.140      74.240    
32768      196608          786432            1000      162.989     1.21        4.83           212.940     150.140     156.140   
65536      393216          1572864           1000      353.461     1.11        4.45           424.860     340.920     351.200   
131072     786432          3145728           1000      813.126     0.97        3.87           915.120     791.920     784.160   
262144     1572864         6291456           1000      1767.693    0.89        3.56           1985.240    1741.060    1762.960  
524288     3145728         12582912          1000      3820.879    0.82        3.29           4138.320    3776.860    3826.700  
1048576    6291456         25165824          1000      9565.628    0.66        2.63           10229.660   9506.280    9561.520  

