the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.250       0.02        0.10           0.680       0.160       0.920     
4          24              96                1000      0.269       0.09        0.36           2.920       0.160       0.540     
16         96              384               1000      0.319       0.30        1.20           0.680       0.200       1.460     
64         384             1536              1000      0.339       1.13        4.53           0.680       0.200       1.520     
256        1536            6144              1000      0.520       2.96        11.82          0.680       0.360       1.320     
1024       6144            24576             1000      1.344       4.57        18.29          37.240      1.160       2.860     
4096       24576           98304             1000      4.439       5.54        22.14          7.320       4.260       8.500     
16384      98304           393216            1000      24.047      4.09        16.35          88.900      23.520      52.080    
65536      393216          1572864           1000      96.224      4.09        16.35          179.640     93.640      252.540   
262144     1572864         6291456           1000      1077.348    1.46        5.84           1104.580    1055.100    1090.980  
1048576    6291456         25165824          1000      8769.826    0.72        2.87           8834.820    8735.340    8765.680  

