the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.363       0.00        0.04           8.200       0.280       0.660     
2          2               32                1000      0.347       0.01        0.09           7.140       0.300       1.420     
4          4               64                1000      0.371       0.01        0.17           6.920       0.280       1.140     
8          8               128               1000      0.335       0.02        0.38           0.820       0.260       1.160     
16         16              256               1000      0.341       0.05        0.75           1.000       0.280       0.840     
32         32              512               1000      0.330       0.10        1.55           0.680       0.280       1.240     
64         64              1024              1000      0.336       0.19        3.05           0.680       0.280       1.060     
128        128             2048              1000      0.403       0.32        5.08           7.420       0.340       1.280     
256        256             4096              1000      0.502       0.51        8.17           5.220       0.460       1.200     
512        512             8192              1000      0.959       0.53        8.54           7.780       0.640       1.560     
1024       1024            16384             1000      1.144       0.90        14.32          2.020       1.040       3.380     
2048       2048            32768             1000      2.235       0.92        14.66          2.900       1.860       5.380     
4096       4096            65536             1000      3.831       1.07        17.11          10.600      3.340       13.320    
8192       8192            131072            1000      6.972       1.17        18.80          14.760      6.660       28.380    
16384      16384           262144            1000      13.268      1.23        19.76          37.800      12.520      51.940    
32768      32768           524288            1000      35.727      0.92        14.67          96.040      28.160      97.500    
65536      65536           1048576           1000      176.354     0.37        5.95           204.880     169.360     180.040   
131072     131072          2097152           1000      391.143     0.34        5.36           416.840     382.640     387.500   
262144     262144          4194304           1000      760.281     0.34        5.52           825.760     748.280     742.020   
524288     524288          8388608           1000      1508.636    0.35        5.56           1993.660    1491.360    1522.680  
1048576    1048576         16777216          1000      3063.831    0.34        5.48           3785.020    3027.660    3077.140  

