the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.105       0.06        0.23           0.411       0.091       0.854     
2          12              48                1000      0.128       0.09        0.38           0.371       0.114       0.816     
4          24              96                1000      0.121       0.20        0.79           0.351       0.114       0.603     
8          48              192               1000      0.125       0.38        1.53           0.312       0.120       0.888     
16         96              384               1000      0.152       0.63        2.53           0.731       0.136       0.764     
32         192             768               1000      0.249       0.77        3.08           0.619       0.202       1.289     
64         384             1536              1000      0.392       0.98        3.92           1.513       0.307       3.639     
128        768             3072              1000      0.593       1.30        5.18           2.358       0.499       3.420     
256        1536            6144              1000      1.083       1.42        5.67           1.935       0.967       3.867     
512        3072            12288             1000      2.124       1.45        5.79           3.987       1.989       5.423     
1024       6144            24576             1000      4.514       1.36        5.44           7.038       4.404       9.494     
2048       12288           49152             1000      9.803       1.25        5.01           16.818      9.342       15.398    
4096       24576           98304             1000      20.531      1.20        4.79           154.862     19.747      24.523    
8192       49152           196608            1000      45.866      1.07        4.29           84.675      44.645      53.553    
16384      98304           393216            1000      121.505     0.81        3.24           184.600     112.464     139.443   
32768      196608          786432            1000      277.371     0.71        2.84           308.177     271.580     313.431   
65536      393216          1572864           1000      679.182     0.58        2.32           715.325     550.722     637.732   
131072     786432          3145728           1000      1282.910    0.61        2.45           1464.254    1243.413    1390.628  
262144     1572864         6291456           1000      3656.352    0.43        1.72           3708.019    3630.097    3699.662  
524288     3145728         12582912          1000      8810.428    0.36        1.43           8854.933    8771.913    8856.093  
1048576    6291456         25165824          1000      21032.488   0.30        1.20           21456.695   20921.080   21417.664 

