the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.565       0.00        0.03           9.180       0.500       2.540     
2          2               32                1000      0.566       0.00        0.06           0.960       0.520       1.660     
4          4               64                1000      0.580       0.01        0.11           0.760       0.540       1.020     
8          8               128               1000      0.596       0.01        0.21           1.040       0.560       1.120     
16         16              256               1000      0.614       0.03        0.42           0.880       0.560       1.260     
32         32              512               1000      0.633       0.05        0.81           1.140       0.580       1.160     
64         64              1024              1000      0.709       0.09        1.44           1.140       0.680       1.080     
128        128             2048              1000      0.811       0.16        2.52           1.020       0.740       1.440     
256        256             4096              1000      1.033       0.25        3.96           1.380       0.960       2.000     
512        512             8192              1000      1.498       0.34        5.47           9.360       1.440       3.880     
1024       1024            16384             1000      2.394       0.43        6.84           10.400      2.320       7.140     
2048       2048            32768             1000      4.154       0.49        7.89           5.540       4.060       10.940    
4096       4096            65536             1000      7.628       0.54        8.59           13.240      7.460       20.060    
8192       8192            131072            1000      14.784      0.55        8.87           31.320      14.360      39.600    
16384      16384           262144            1000      29.778      0.55        8.80           86.160      28.300      83.820    
32768      32768           524288            1000      230.885     0.14        2.27           252.920     205.920     200.680   
65536      65536           1048576           1000      513.931     0.13        2.04           537.480     502.660     495.740   
131072     131072          2097152           1000      852.249     0.15        2.46           874.900     841.460     840.700   
262144     262144          4194304           1000      2015.873    0.13        2.08           2041.900    1995.300    2021.320  
524288     524288          8388608           1000      4016.160    0.13        2.09           4606.260    3984.780    4010.980  
1048576    1048576         16777216          1000      11011.488   0.10        1.52           12419.620   8954.920    9882.140  

