the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.204       0.00        0.04           2.780       0.120       0.220     
2          2               16                1000      0.234       0.01        0.07           0.780       0.120       0.640     
4          4               32                1000      0.279       0.01        0.11           0.740       0.180       0.600     
8          8               64                1000      0.316       0.03        0.20           0.880       0.220       0.560     
16         16              128               1000      0.432       0.04        0.30           0.800       0.360       0.900     
32         32              256               1000      0.663       0.05        0.39           1.100       0.580       1.120     
64         64              512               1000      1.162       0.06        0.44           10.480      1.080       2.140     
128        128             1024              1000      2.311       0.06        0.44           128.360     2.100       3.400     
256        256             2048              1000      4.126       0.06        0.50           12.260      4.020       6.000     
512        512             4096              1000      8.342       0.06        0.49           19.400      8.240       11.960    
1024       1024            8192              1000      16.856      0.06        0.49           47.540      16.500      23.320    
2048       2048            16384             1000      38.085      0.05        0.43           111.620     37.020      46.640    
4096       4096            32768             1000      86.160      0.05        0.38           156.140     84.700      92.640    
8192       8192            65536             1000      175.987     0.05        0.37           205.440     174.260     178.880   
16384      16384           131072            1000      356.063     0.05        0.37           390.140     352.960     358.260   
32768      32768           262144            1000      711.454     0.05        0.37           738.500     707.140     715.400   
65536      65536           524288            1000      1427.453    0.05        0.37           1583.220    1420.180    1444.260  
131072     131072          1048576           1000      2869.740    0.05        0.37           3056.700    2849.600    2878.740  
262144     262144          2097152           1000      5717.231    0.05        0.37           5881.520    5699.040    5745.880  
524288     524288          4194304           1000      11667.421   0.04        0.36           11850.840   11625.620   11673.840 
1048576    1048576         8388608           1000      23345.868   0.04        0.36           24330.140   23273.440   23344.020 

