the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.079       0.03        0.10           0.168       0.077       0.903     
2          4               16                1000      0.080       0.05        0.20           0.319       0.077       0.514     
4          8               32                1000      0.082       0.10        0.39           0.408       0.081       0.419     
8          16              64                1000      0.083       0.19        0.77           0.316       0.081       0.931     
16         32              128               1000      0.090       0.36        1.43           0.319       0.088       0.411     
32         64              256               1000      0.097       0.66        2.64           0.287       0.096       0.949     
64         128             512               1000      0.113       1.14        4.54           0.361       0.111       0.706     
128        256             1024              1000      0.145       1.77        7.07           0.834       0.141       1.360     
256        512             2048              1000      0.203       2.52        10.07          0.379       0.201       1.153     
512        1024            4096              1000      0.327       3.13        12.51          0.657       0.321       2.296     
1024       2048            8192              1000      0.569       3.60        14.40          1.184       0.561       2.762     
2048       4096            16384             1000      1.055       3.88        15.53          1.804       1.045       4.309     
4096       8192            32768             1000      2.282       3.59        14.36          6.188       2.007       7.736     
8192       16384           65536             1000      5.821       2.81        11.26          11.067      4.704       12.352    
16384      32768           131072            1000      22.738      1.44        5.76           34.491      18.965      28.259    
32768      65536           262144            1000      47.907      1.37        5.47           568.360     40.084      56.062    
65536      131072          524288            1000      109.965     1.19        4.77           497.163     103.791     119.427   
131072     262144          1048576           1000      186.240     1.41        5.63           384.175     180.494     200.049   
262144     524288          2097152           1000      429.846     1.22        4.88           488.665     420.660     496.874   
524288     1048576         4194304           1000      746.958     1.40        5.62           818.296     743.534     821.681   
1048576    2097152         8388608           1000      885.663     2.37        9.47           1114.085    867.651     941.118   

