the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.085       0.01        0.09           0.102       0.084       0.216     
2          2               16                1000      0.083       0.02        0.19           0.089       0.082       0.099     
4          4               32                1000      0.081       0.05        0.40           0.084       0.077       0.083     
8          8               64                1000      0.075       0.11        0.85           0.132       0.074       0.103     
16         16              128               1000      0.079       0.20        1.62           0.083       0.076       0.097     
32         32              256               1000      0.078       0.41        3.28           0.089       0.076       0.111     
64         64              512               1000      0.083       0.77        6.16           0.255       0.081       0.088     
128        128             1024              1000      0.091       1.41        11.29          0.140       0.089       0.125     
256        256             2048              1000      0.107       2.40        19.17          0.134       0.105       0.120     
512        512             4096              1000      0.140       3.65        29.21          0.188       0.138       0.398     
1024       1024            8192              1000      0.206       4.97        39.78          0.251       0.204       0.240     
2048       2048            16384             1000      0.337       6.08        48.67          0.361       0.335       0.656     
4096       4096            32768             1000      0.691       5.92        47.39          0.757       0.645       1.190     
8192       8192            65536             1000      1.194       6.86        54.88          1.276       1.169       1.871     
16384      16384           131072            1000      2.314       7.08        56.66          2.747       2.246       3.413     
32768      32768           262144            1000      5.733       5.72        45.73          10.724      4.913       6.902     
65536      65536           524288            1000      11.449      5.72        45.79          15.167      10.664      15.846    
131072     131072          1048576           1000      23.279      5.63        45.04          31.976      21.752      33.778    
262144     262144          2097152           1000      45.236      5.79        46.36          59.920      43.464      67.044    
524288     524288          4194304           1000      113.310     4.63        37.02          146.883     97.498      147.738   
1048576    1048576         8388608           1000      307.442     3.41        27.29          315.539     296.937     307.727   

