the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.076       0.01        0.16           0.295       0.075       0.663     
2          2               24                1000      0.088       0.02        0.27           0.327       0.085       0.460     
4          4               48                1000      0.077       0.05        0.63           0.140       0.075       0.487     
8          8               96                1000      0.077       0.10        1.24           0.314       0.076       0.515     
16         16              192               1000      0.078       0.21        2.48           0.305       0.076       0.440     
32         32              384               1000      0.084       0.38        4.56           0.306       0.081       0.263     
64         64              768               1000      0.096       0.67        7.98           0.311       0.092       0.738     
128        128             1536              1000      0.123       1.04        12.53          0.170       0.119       0.463     
256        256             3072              1000      0.181       1.42        17.02          0.573       0.168       1.053     
512        512             6144              1000      0.277       1.85        22.14          0.329       0.268       0.714     
1024       1024            12288             1000      0.481       2.13        25.54          0.812       0.467       2.265     
2048       2048            24576             1000      0.899       2.28        27.34          1.715       0.874       2.225     
4096       4096            49152             1000      1.737       2.36        28.29          2.450       1.686       4.355     
8192       8192            98304             1000      3.802       2.15        25.86          4.722       3.433       8.564     
16384      16384           196608            1000      7.777       2.11        25.28          11.718      7.313       16.508    
32768      32768           393216            1000      25.261      1.30        15.57          31.917      22.939      32.454    
65536      65536           786432            1000      59.077      1.11        13.31          135.423     55.649      68.017    
131072     131072          1572864           1000      130.033     1.01        12.10          189.277     125.978     135.546   
262144     262144          3145728           1000      264.638     0.99        11.89          298.925     258.983     322.612   
524288     524288          6291456           1000      553.421     0.95        11.37          601.345     526.970     644.199   
1048576    1048576         12582912          1000      769.607     1.36        16.35          894.968     761.260     1207.863  

