the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.075       0.01        0.11           0.100       0.075       0.491     
2          2               16                1000      0.075       0.03        0.21           0.081       0.075       0.297     
4          4               32                1000      0.074       0.05        0.43           0.088       0.073       0.282     
8          8               64                1000      0.074       0.11        0.87           0.077       0.073       0.259     
16         16              128               1000      0.075       0.21        1.71           0.097       0.074       0.302     
32         32              256               1000      0.077       0.42        3.33           0.090       0.076       0.143     
64         64              512               1000      0.079       0.81        6.51           0.092       0.078       0.285     
128        128             1024              1000      0.086       1.48        11.88          0.095       0.085       0.156     
256        256             2048              1000      0.100       2.56        20.44          0.113       0.099       0.412     
512        512             4096              1000      0.130       3.93        31.43          0.147       0.130       0.309     
1024       1024            8192              1000      0.189       5.42        43.39          0.198       0.188       0.515     
2048       2048            16384             1000      0.304       6.73        53.83          0.318       0.304       0.716     
4096       4096            32768             1000      0.537       7.62        61.00          0.557       0.536       1.100     
8192       8192            65536             1000      1.003       8.17        65.37          1.018       1.002       2.009     
16384      16384           131072            1000      2.019       8.11        64.92          2.174       1.983       3.752     
32768      32768           262144            1000      3.926       8.35        66.78          4.397       3.877       8.129     
65536      65536           524288            1000      7.749       8.46        67.66          17.879      7.598       16.472    
131072     131072          1048576           1000      20.234      6.48        51.82          40.617      19.196      32.108    
262144     262144          2097152           1000      42.177      6.22        49.72          71.846      40.057      65.579    
524288     524288          4194304           1000      89.199      5.88        47.02          144.319     80.696      154.453   
1048576    1048576         8388608           1000      219.598     4.77        38.20          356.752     181.296     355.018   

