the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               8                 1000      0.272       0.01        0.03           0.560       0.200       0.960     
2          6               16                1000      0.278       0.02        0.06           0.580       0.240       0.800     
4          12              32                1000      0.285       0.04        0.11           8.700       0.240       0.720     
8          24              64                1000      0.283       0.08        0.23           0.460       0.240       0.440     
16         48              128               1000      0.291       0.17        0.44           0.440       0.220       0.560     
32         96              256               1000      0.307       0.31        0.83           0.580       0.240       0.780     
64         192             512               1000      0.388       0.49        1.32           0.660       0.340       0.600     
128        384             1024              1000      0.524       0.73        1.96           9.060       0.480       0.800     
256        768             2048              1000      0.781       0.98        2.62           1.180       0.760       1.260     
512        1536            4096              1000      1.285       1.20        3.19           1.460       1.240       1.840     
1024       3072            8192              1000      2.336       1.32        3.51           8.420       2.280       2.500     
2048       6144            16384             1000      4.417       1.39        3.71           12.880      4.360       4.820     
4096       12288           32768             1000      8.527       1.44        3.84           16.880      8.460       12.680    
8192       24576           65536             1000      16.759      1.47        3.91           25.440      16.640      24.460    
16384      49152           131072            1000      33.556      1.46        3.91           52.460      33.020      48.620    
32768      98304           262144            1000      68.770      1.43        3.81           112.160     65.800      88.080    
65536      196608          524288            1000      132.185     1.49        3.97           161.360     131.360     155.840   
131072     393216          1048576           1000      330.891     1.19        3.17           366.640     322.260     299.180   
262144     786432          2097152           1000      566.074     1.39        3.70           585.880     560.660     552.020   
524288     1572864         4194304           1000      1109.252    1.42        3.78           1127.040    1102.120    1100.860  
1048576    3145728         8388608           1000      2209.859    1.42        3.80           2223.960    2198.160    2199.100  

