the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.107       0.01        0.07           0.260       0.040       0.260     
2          2               16                1000      0.135       0.01        0.12           2.760       0.040       0.420     
4          4               32                1000      0.091       0.04        0.35           0.300       0.040       0.420     
8          8               64                1000      0.106       0.08        0.60           0.540       0.080       0.600     
16         16              128               1000      0.104       0.15        1.23           0.260       0.060       0.620     
32         32              256               1000      0.098       0.33        2.61           0.540       0.080       0.340     
64         64              512               1000      0.089       0.72        5.78           0.240       0.080       0.420     
128        128             1024              1000      0.120       1.07        8.54           0.280       0.100       0.460     
256        256             2048              1000      0.181       1.41        11.28          0.300       0.160       0.560     
512        512             4096              1000      0.303       1.69        13.54          6.840       0.280       0.940     
1024       1024            8192              1000      0.562       1.82        14.56          0.980       0.540       2.140     
2048       2048            16384             1000      1.100       1.86        14.89          2.000       1.080       3.320     
4096       4096            32768             1000      2.441       1.68        13.43          116.820     2.280       4.900     
8192       8192            65536             1000      4.674       1.75        14.02          7.600       4.520       14.560    
16384      16384           131072            1000      8.500       1.93        15.42          21.180      8.040       26.200    
32768      32768           262144            1000      17.602      1.86        14.89          119.920     13.560      40.060    
65536      65536           524288            1000      32.048      2.04        16.36          131.540     27.320      78.720    
131072     131072          1048576           1000      145.725     0.90        7.20           187.900     97.400      125.080   
262144     262144          2097152           1000      350.643     0.75        5.98           5442.600    274.480     258.000   
524288     524288          4194304           1000      648.184     0.81        6.47           11036.880   515.260     496.500   
1048576    1048576         8388608           1000      1249.560    0.84        6.71           22402.000   993.680     1013.060  

