the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.086       0.01        0.05           0.265       0.079       0.328     
2          2               8                 1000      0.089       0.02        0.09           0.382       0.081       0.145     
4          4               16                1000      0.098       0.04        0.16           0.310       0.087       0.231     
8          8               32                1000      0.117       0.07        0.27           0.166       0.110       0.159     
16         16              64                1000      0.154       0.10        0.42           0.176       0.148       0.225     
32         32              128               1000      0.232       0.14        0.55           0.334       0.226       0.221     
64         64              256               1000      0.387       0.17        0.66           0.414       0.372       0.446     
128        128             512               1000      0.707       0.18        0.72           9.108       0.675       0.722     
256        256             1024              1000      1.322       0.19        0.77           1.573       1.298       1.378     
512        512             2048              1000      2.590       0.20        0.79           13.405      2.539       2.669     
1024       1024            4096              1000      5.094       0.20        0.80           11.057      5.039       5.117     
2048       2048            8192              1000      10.577      0.19        0.77           540.888     9.942       10.120    
4096       4096            16384             1000      20.117      0.20        0.81           458.561     19.265      19.762    
8192       8192            32768             1000      38.983      0.21        0.84           167.341     38.707      38.923    
16384      16384           65536             1000      57.970      0.28        1.13           82.977      46.891      77.908    
32768      32768           131072            1000      151.742     0.22        0.86           195.649     94.600      96.069    
65536      65536           262144            1000      258.689     0.25        1.01           358.190     172.786     191.327   
131072     131072          524288            1000      570.680     0.23        0.92           702.050     378.173     497.588   
262144     262144          1048576           1000      1203.995    0.22        0.87           1370.903    763.092     846.822   
524288     524288          2097152           1000      1994.977    0.26        1.05           2637.943    1533.024    1844.843  
1048576    1048576         4194304           1000      4935.363    0.21        0.85           5414.203    3060.245    5243.738  

