the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.088       0.01        0.14           0.139       0.075       0.218     
2          2               24                1000      0.086       0.02        0.28           0.133       0.075       0.222     
4          4               48                1000      0.086       0.05        0.56           0.152       0.076       0.606     
8          8               96                1000      0.090       0.09        1.07           0.126       0.078       0.281     
16         16              192               1000      0.091       0.18        2.10           0.137       0.078       0.140     
32         32              384               1000      0.088       0.37        4.39           0.134       0.077       0.274     
64         64              768               1000      0.094       0.68        8.17           0.137       0.082       0.275     
128        128             1536              1000      0.104       1.23        14.77          0.135       0.091       0.447     
256        256             3072              1000      0.124       2.07        24.80          0.166       0.111       0.281     
512        512             6144              1000      0.167       3.06        36.77          0.215       0.156       0.381     
1024       1024            12288             1000      0.260       3.94        47.32          0.345       0.233       0.463     
2048       2048            24576             1000      0.522       3.93        47.11          0.748       0.492       0.853     
4096       4096            49152             1000      1.160       3.53        42.38          1.890       1.106       1.492     
8192       8192            98304             1000      2.319       3.53        42.39          2.838       2.196       3.624     
16384      16384           196608            1000      8.346       1.96        23.56          435.694     5.185       7.149     
32768      32768           393216            1000      11.387      2.88        34.53          23.653      10.810      14.749    
65536      65536           786432            1000      25.287      2.59        31.10          31.783      24.434      31.200    
131072     131072          1572864           1000      60.522      2.17        25.99          86.700      59.503      64.900    
262144     262144          3145728           1000      129.899     2.02        24.22          208.770     129.103     141.532   
524288     524288          6291456           1000      286.428     1.83        21.97          314.347     271.907     308.365   
1048576    1048576         12582912          1000      649.151     1.62        19.38          700.755     628.931     662.724   

