the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.072       0.01        0.11           0.287       0.071       0.380     
2          2               16                1000      0.074       0.03        0.22           0.298       0.072       0.102     
4          4               32                1000      0.075       0.05        0.43           0.304       0.074       0.129     
8          8               64                1000      0.078       0.10        0.82           0.306       0.077       0.164     
16         16              128               1000      0.083       0.19        1.54           0.099       0.082       0.287     
32         32              256               1000      0.093       0.35        2.77           0.121       0.092       0.320     
64         64              512               1000      0.114       0.56        4.48           0.330       0.110       0.348     
128        128             1024              1000      0.149       0.86        6.85           0.361       0.148       0.239     
256        256             2048              1000      0.225       1.14        9.10           0.252       0.223       0.286     
512        512             4096              1000      0.375       1.37        10.92          0.403       0.374       0.419     
1024       1024            8192              1000      0.676       1.51        12.11          0.894       0.674       0.743     
2048       2048            16384             1000      1.290       1.59        12.71          1.493       1.276       1.354     
4096       4096            32768             1000      2.500       1.64        13.11          2.807       2.496       2.922     
8192       8192            65536             1000      4.930       1.66        13.29          8.911       4.904       5.278     
16384      16384           131072            1000      9.757       1.68        13.43          15.191      9.712       10.067    
32768      32768           262144            1000      19.481      1.68        13.46          26.165      19.376      21.328    
65536      65536           524288            1000      38.747      1.69        13.53          39.573      38.648      43.671    
131072     131072          1048576           1000      77.225      1.70        13.58          82.698      77.117      110.093   
262144     262144          2097152           1000      205.180     1.28        10.22          214.962     173.441     241.487   
524288     524288          4194304           1000      500.022     1.05        8.39           512.286     464.849     522.678   
1048576    1048576         8388608           1000      1074.371    0.98        7.81           1095.920    1065.107    1087.464  

