the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               4                 1000      0.114       0.02        0.04           0.372       0.106       0.717     
2          4               8                 1000      0.115       0.03        0.07           0.418       0.108       0.440     
4          8               16                1000      0.112       0.07        0.14           0.508       0.105       0.515     
8          16              32                1000      0.111       0.14        0.29           0.309       0.105       0.331     
16         32              64                1000      0.112       0.28        0.57           0.308       0.106       0.684     
32         64              128               1000      0.114       0.56        1.12           0.309       0.103       0.527     
64         128             256               1000      0.109       1.17        2.34           0.304       0.104       0.913     
128        256             512               1000      0.119       2.15        4.30           0.359       0.113       0.749     
256        512             1024              1000      0.132       3.87        7.73           0.423       0.126       0.571     
512        1024            2048              1000      0.166       6.16        12.33          0.560       0.159       0.576     
1024       2048            4096              1000      0.238       8.59        17.18          10.103      0.223       0.783     
2048       4096            8192              1000      0.338       12.13       24.26          0.576       0.331       0.671     
4096       8192            16384             1000      0.581       14.11       28.22          0.622       0.574       1.302     
8192       16384           32768             1000      1.052       15.58       31.15          1.269       1.043       1.757     
16384      32768           65536             1000      1.993       16.44       32.88          2.206       1.983       2.529     
32768      65536           131072            1000      3.915       16.74       33.48          14.333      3.855       4.560     
65536      131072          262144            1000      7.815       16.77       33.54          43.751      7.606       10.988    
131072     262144          524288            1000      15.604      16.80       33.60          26.736      15.072      20.523    
262144     524288          1048576           1000      31.158      16.83       33.65          51.347      30.568      37.308    
524288     1048576         2097152           1000      62.202      16.86       33.72          114.522     60.808      79.262    
1048576    2097152         4194304           1000      126.741     16.55       33.09          279.628     122.280     182.493   

