the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.075       0.01        0.11           0.098       0.073       0.108     
2          2               16                1000      0.075       0.03        0.21           0.099       0.074       0.075     
4          4               32                1000      0.077       0.05        0.42           0.103       0.074       0.101     
8          8               64                1000      0.079       0.10        0.81           0.115       0.077       0.084     
16         16              128               1000      0.084       0.19        1.52           0.098       0.081       0.098     
32         32              256               1000      0.085       0.38        3.02           0.301       0.079       0.112     
64         64              512               1000      0.087       0.74        5.88           0.123       0.086       0.114     
128        128             1024              1000      0.101       1.26        10.09          0.303       0.100       0.112     
256        256             2048              1000      0.132       1.94        15.53          0.189       0.130       0.252     
512        512             4096              1000      0.194       2.64        21.15          0.248       0.191       0.310     
1024       1024            8192              1000      0.313       3.27        26.18          0.507       0.311       0.322     
2048       2048            16384             1000      0.555       3.69        29.54          0.572       0.551       0.562     
4096       4096            32768             1000      1.035       3.96        31.67          1.271       1.031       1.248     
8192       8192            65536             1000      1.998       4.10        32.80          2.026       1.993       2.173     
16384      16384           131072            1000      3.938       4.16        33.29          4.261       3.920       4.229     
32768      32768           262144            1000      7.911       4.14        33.14          15.067      7.777       8.583     
65536      65536           524288            1000      15.653      4.19        33.49          15.941      15.484      17.421    
131072     131072          1048576           1000      31.003      4.23        33.82          36.106      30.879      35.214    
262144     262144          2097152           1000      61.767      4.24        33.95          66.796      61.590      70.945    
524288     524288          4194304           1000      141.888     3.70        29.56          157.219     137.291     170.800   
1048576    1048576         8388608           1000      360.858     2.91        23.25          370.696     348.652     363.401   

