the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.154       0.01        0.05           6.740       0.120       0.340     
2          2               16                1000      0.162       0.01        0.10           0.340       0.120       0.640     
4          4               32                1000      0.129       0.03        0.25           0.280       0.080       0.360     
8          8               64                1000      0.128       0.06        0.50           0.340       0.080       0.220     
16         16              128               1000      0.147       0.11        0.87           0.440       0.100       0.280     
32         32              256               1000      0.140       0.23        1.83           0.540       0.120       0.460     
64         64              512               1000      0.147       0.44        3.49           0.400       0.120       0.360     
128        128             1024              1000      0.165       0.78        6.22           0.400       0.140       0.540     
256        256             2048              1000      0.216       1.18        9.46           0.460       0.200       0.280     
512        512             4096              1000      0.309       1.66        13.24          0.820       0.280       0.700     
1024       1024            8192              1000      0.513       2.00        15.97          0.820       0.480       0.880     
2048       2048            16384             1000      1.015       2.02        16.14          1.980       0.980       2.180     
4096       4096            32768             1000      1.988       2.06        16.48          2.880       1.920       5.220     
8192       8192            65536             1000      3.833       2.14        17.10          6.220       3.740       9.180     
16384      16384           131072            1000      7.703       2.13        17.02          14.580      7.540       20.140    
32768      32768           262144            1000      14.090      2.33        18.60          39.800      13.540      39.540    
65536      65536           524288            1000      31.484      2.08        16.65          110.440     28.260      84.400    
131072     131072          1048576           1000      206.908     0.63        5.07           233.680     155.160     144.760   
262144     262144          2097152           1000      391.308     0.67        5.36           451.960     380.920     347.820   
524288     524288          4194304           1000      816.768     0.64        5.14           861.160     805.800     794.520   
1048576    1048576         8388608           1000      1710.788    0.61        4.90           1780.860    1692.200    2092.620  

