the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.075       0.01        0.11           0.163       0.074       0.420     
2          2               16                1000      0.075       0.03        0.21           0.090       0.074       0.113     
4          4               32                1000      0.075       0.05        0.43           0.314       0.074       0.395     
8          8               64                1000      0.076       0.11        0.85           0.309       0.075       0.110     
16         16              128               1000      0.077       0.21        1.67           0.092       0.076       0.246     
32         32              256               1000      0.080       0.40        3.19           0.128       0.079       0.113     
64         64              512               1000      0.083       0.77        6.16           0.327       0.082       0.262     
128        128             1024              1000      0.094       1.36        10.88          0.399       0.092       0.374     
256        256             2048              1000      0.113       2.26        18.07          0.413       0.111       0.324     
512        512             4096              1000      0.151       3.38        27.04          1.015       0.148       0.337     
1024       1024            8192              1000      0.230       4.46        35.69          0.588       0.222       1.118     
2048       2048            16384             1000      0.371       5.52        44.13          0.690       0.367       1.308     
4096       4096            32768             1000      0.763       5.37        42.94          2.231       0.663       2.049     
8192       8192            65536             1000      1.431       5.72        45.79          2.861       1.271       3.739     
16384      16384           131072            1000      3.685       4.45        35.56          16.411      2.920       8.183     
32768      32768           262144            1000      12.482      2.63        21.00          19.077      11.613      17.914    
65536      65536           524288            1000      33.914      1.93        15.46          37.225      31.963      37.658    
131072     131072          1048576           1000      73.800      1.78        14.21          115.750     71.369      79.099    
262144     262144          2097152           1000      189.618     1.38        11.06          337.968     155.015     237.134   
524288     524288          4194304           1000      392.592     1.34        10.68          521.055     321.856     399.813   
1048576    1048576         8388608           1000      755.291     1.39        11.11          997.275     700.281     751.007   

