the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.074       0.03        0.11           0.305       0.073       0.220     
2          4               16                1000      0.079       0.05        0.20           0.107       0.075       0.523     
4          8               32                1000      0.080       0.10        0.40           0.300       0.076       0.148     
8          16              64                1000      0.080       0.20        0.80           0.103       0.077       0.617     
16         32              128               1000      0.081       0.39        1.58           0.110       0.080       0.129     
32         64              256               1000      0.085       0.75        3.00           0.139       0.085       0.629     
64         128             512               1000      0.094       1.35        5.42           0.123       0.094       0.186     
128        256             1024              1000      0.111       2.30        9.20           0.137       0.110       0.835     
256        512             2048              1000      0.147       3.49        13.96          0.491       0.143       0.425     
512        1024            4096              1000      0.210       4.89        19.54          0.236       0.208       1.061     
1024       2048            8192              1000      0.341       6.01        24.03          0.393       0.339       0.571     
2048       4096            16384             1000      0.602       6.80        27.20          0.631       0.601       1.801     
4096       8192            32768             1000      1.127       7.27        29.07          1.419       1.125       1.910     
8192       16384           65536             1000      2.210       7.41        29.66          22.988      2.179       5.221     
16384      32768           131072            1000      4.337       7.55        30.22          4.553       4.292       6.338     
32768      65536           262144            1000      8.655       7.57        30.29          12.850      8.480       10.163    
65536      131072          524288            1000      17.640      7.43        29.72          409.332     16.882      19.761    
131072     262144          1048576           1000      34.475      7.60        30.42          147.905     33.656      45.998    
262144     524288          2097152           1000      68.426      7.66        30.65          157.615     67.211      98.726    
524288     1048576         4194304           1000      146.550     7.16        28.62          324.726     137.574     290.259   
1048576    2097152         8388608           1000      507.849     4.13        16.52          702.337     499.450     506.145   

