the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.180       0.01        0.04           0.320       0.140       0.220     
2          2               16                1000      0.219       0.01        0.07           0.400       0.160       0.480     
4          4               32                1000      0.138       0.03        0.23           0.760       0.120       0.640     
8          8               64                1000      0.153       0.05        0.42           0.540       0.120       0.640     
16         16              128               1000      0.185       0.09        0.69           0.340       0.140       0.360     
32         32              256               1000      0.250       0.13        1.02           0.440       0.220       0.420     
64         64              512               1000      0.369       0.17        1.39           0.640       0.340       0.480     
128        128             1024              1000      0.629       0.20        1.63           0.820       0.600       0.840     
256        256             2048              1000      1.196       0.21        1.71           1.340       1.120       1.520     
512        512             4096              1000      2.216       0.23        1.85           10.680      2.160       2.340     
1024       1024            8192              1000      4.342       0.24        1.89           33.540      4.240       4.520     
2048       2048            16384             1000      8.477       0.24        1.93           9.120       8.400       8.440     
4096       4096            32768             1000      16.808      0.24        1.95           147.980     16.540      16.700    
8192       8192            65536             1000      33.030      0.25        1.98           57.120      32.760      49.600    
16384      16384           131072            1000      65.771      0.25        1.99           93.500      65.260      66.280    
32768      32768           262144            1000      131.634     0.25        1.99           158.060     130.320     136.520   
65536      65536           524288            1000      263.161     0.25        1.99           295.200     260.640     273.700   
131072     131072          1048576           1000      535.336     0.24        1.96           621.340     525.280     737.480   
262144     262144          2097152           1000      1087.617    0.24        1.93           1139.460    1069.880    1503.780  
524288     524288          4194304           1000      2407.265    0.22        1.74           2565.760    2357.880    2386.680  
1048576    1048576         8388608           1000      4819.924    0.22        1.74           4907.100    4793.120    4820.540  

